encounter_id,probe,date,Dn_1d,Dn_radial,Dn_shift,EB_1d,EB_radial
2024-05-31_the,the,2024-05-31,1.436000,1.565600,0.129600,2.825000,2.735300
2024-05-20_the,the,2024-05-20,1.285200,1.132400,-0.152800,0.974400,1.116100
2024-05-19_thd,thd,2024-05-19,0.787900,0.786000,-0.001900,1.227100,1.294700
2024-05-24_tha,tha,2024-05-24,0.362300,0.522800,0.160500,2.014900,1.584900
2024-05-23_thd,thd,2024-05-23,1.165300,1.045100,-0.120200,1.016000,1.455900
2024-06-03_the,the,2024-06-03,0.012900,1.140100,1.127200,1.212900,1.272900
2024-05-31_thd,thd,2024-05-31,0.102500,1.697500,1.595000,2.616600,1.311900
2024-06-08_thd,thd,2024-06-08,0.913200,3.675200,2.762000,19.375200,8.212100
2024-06-08_the,the,2024-06-08,0.354200,3.968600,3.614400,2.754900,0.373300
2024-06-28_the,the,2024-06-28,0.180300,3.983500,3.803200,12.797400,2.061200
2024-06-28_thd,thd,2024-06-28,0.266400,0.403900,0.137500,1.818400,10.327100
2025-05-27_thd,thd,2025-05-27,0.547200,7.339300,6.792100,18.479800,5.021000
2025-05-29_tha,tha,2025-05-29,0.259900,1.103500,0.843600,3.586700,1.594300
2025-05-29_the,the,2025-05-29,0.327700,1.019800,0.692100,3.173800,1.639400
2025-05-27_the,the,2025-05-27,0.671700,7.658500,6.986800,12.841400,1.604000
2025-06-01_tha,tha,2025-06-01,1.606500,1.104900,-0.501600,5.782800,1.467800
2025-06-01_thd,thd,2025-06-01,1.057200,0.992000,-0.065200,3.798100,1.572500
2025-06-01_the,the,2025-06-01,0.480400,1.034900,0.554500,3.119100,1.553200
2025-05-29_thd,thd,2025-05-29,0.187300,1.150800,0.963500,3.877700,1.347100
2025-06-02_thd,thd,2025-06-02,0.093600,0.060500,-0.033100,1.464700,1.017100
2025-06-03_thd,thd,2025-06-03,0.555100,1.537400,0.982300,1.972400,1.226800
2025-06-04_thd,thd,2025-06-04,1.017900,1.449900,0.432000,2.440400,2.021100
2025-06-04_the,the,2025-06-04,0.373900,2.031400,1.657500,2.562800,0.890300
2025-06-03_tha,tha,2025-06-03,1.352900,1.360700,0.007800,1.322700,1.286500
2025-06-05_tha,tha,2025-06-05,0.585400,0.623600,0.038200,2.323800,2.283600
2025-05-27_tha,tha,2025-05-27,0.307100,6.597600,6.290500,16.850100,4.267700
2025-06-02_tha,tha,2025-06-02,0.127000,0.074700,-0.052300,1.300600,0.979600
2025-06-09_the,the,2025-06-09,5.211900,0.741600,-4.470300,3.096900,4.524900
2025-06-09_thd,thd,2025-06-09,1.613800,1.357300,-0.256500,1.188700,1.717400
2025-06-07_thd,thd,2025-06-07,0.368400,0.050800,-0.317600,1.438000,1.155300
2025-06-06_thd,thd,2025-06-06,0.852600,1.108700,0.256100,1.527900,1.284100
2025-06-11_thd,thd,2025-06-11,1.435100,1.150700,-0.284400,0.799800,1.352200
2025-06-08_the,the,2025-06-08,0.262100,0.046100,-0.216000,1.154700,0.729400
2025-06-11_tha,tha,2025-06-11,1.408200,1.083100,-0.325100,0.813100,1.401300
2025-06-07_the,the,2025-06-07,0.315200,0.051700,-0.263500,1.162800,0.780800
2025-06-08_tha,tha,2025-06-08,0.535000,0.068200,-0.466800,1.317100,1.283200
2025-06-07_tha,tha,2025-06-07,0.388600,0.059500,-0.329100,1.363700,1.217400
2025-06-08_thd,thd,2025-06-08,0.633200,0.058300,-0.574900,1.233300,1.205400
2025-06-17_the,the,2025-06-17,1.005900,0.912800,-0.093100,1.104600,1.404600
2025-06-03_the,the,2025-06-03,0.191700,1.170500,0.978800,1.517400,1.012000
2025-07-02_thd,thd,2025-07-02,0.910700,1.376600,0.465900,1.643200,1.527900
2025-07-01_the,the,2025-07-01,0.805200,0.505800,-0.299400,1.393200,2.180800
2025-07-07_tha,tha,2025-07-07,0.338700,1.580000,1.241300,1.732900,0.958100
2025-07-05_tha,tha,2025-07-05,0.138700,0.852600,0.713900,1.697000,1.321900
2025-07-03_tha,tha,2025-07-03,6.030200,2.939400,-3.090800,4.946700,6.839100
2025-07-11_thd,thd,2025-07-11,0.094500,1.131900,1.037400,2.749800,1.319500
2025-07-11_the,the,2025-07-11,3.061000,0.429500,-2.631500,3.265100,2.195200
2025-07-06_tha,tha,2025-07-06,1.324800,1.660800,0.336000,1.207000,1.021900
2025-07-08_thd,thd,2025-07-08,0.097600,0.679900,0.582300,2.277200,1.713800
2025-07-12_thd,thd,2025-07-12,0.081900,1.246700,1.164800,2.090600,1.203600
2025-07-10_the,the,2025-07-10,0.024800,1.177800,1.153000,0.657100,0.563300
2025-07-05_thd,thd,2025-07-05,0.924300,0.707600,-0.216700,1.284000,1.340600
2025-07-23_thd,thd,2025-07-23,0.524400,1.048400,0.524000,2.221600,1.259800
2025-07-13_the,the,2025-07-13,0.159400,1.124000,0.964600,2.801900,1.130500
2025-07-22_tha,tha,2025-07-22,0.243600,1.189700,0.946100,2.391300,1.446600
2025-07-22_thd,thd,2025-07-22,1.119000,1.184200,0.065200,1.753600,1.527100
2025-08-08_the,the,2025-08-08,3.820300,4.391100,0.570800,5.515600,4.796400
2025-08-09_thd,thd,2025-08-09,0.108400,0.934300,0.825900,2.378600,1.226100
2025-08-09_the,the,2025-08-09,0.133000,1.025800,0.892800,2.000600,1.315800
