eid,sza_med,Dn_1d,Dn_radial,dDn,EB_1d,EB_radial
2024-05-31_the,17.89172112788645,1.436,1.5656,0.12960000000000016,2.825,2.7353
2024-05-20_the,14.320585296585737,1.2852,1.1324,-0.15279999999999982,0.9744,1.1161
2024-05-19_thd,16.813296474535008,0.7879,0.786,-0.0019000000000000128,1.2271,1.2947
2024-05-24_tha,16.538320731244006,0.3623,0.5228,0.16050000000000003,2.0149,1.5849
2024-05-23_thd,18.38409478512659,1.1653,1.0451,-0.12020000000000008,1.016,1.4559
2024-06-03_the,18.239140522035047,0.0129,1.1401,1.1272,1.2129,1.2729
2024-05-31_thd,20.720752287605446,0.1025,1.6975,1.595,2.6166,1.3119
2024-06-08_thd,22.65436584175372,0.9132,3.6752,2.7619999999999996,19.3752,8.2121
2024-06-08_the,19.955193593579853,0.3542,3.9686,3.6144,2.7549,0.3733
2024-06-28_the,25.502101649241595,0.1803,3.9835,3.8032,12.7974,2.0612
2024-06-28_thd,28.50945253451088,0.2664,0.4039,0.13749999999999996,1.8184,10.3271
2025-05-27_thd,22.131055080534317,0.5472,7.3393,6.7921,18.4798,5.021
2025-05-29_tha,23.53307631351845,0.2599,1.1035,0.8435999999999999,3.5867,1.5943
2025-05-29_the,20.663038611009682,0.3277,1.0198,0.6921,3.1738,1.6394
2025-05-27_the,20.642665812853412,0.6717,7.6585,6.986800000000001,12.8414,1.604
2025-06-01_tha,24.671046547380264,1.6065,1.1049,-0.5016,5.7828,1.4678
2025-06-01_thd,23.371014640895794,1.0572,0.992,-0.06519999999999992,3.7981,1.5725
2025-06-01_the,21.90914306070104,0.4804,1.0349,0.5545,3.1191,1.5532
2025-05-29_thd,22.396013534366254,0.1873,1.1508,0.9635,3.8777,1.3471
2025-06-02_thd,23.50168900602166,0.0936,0.0605,-0.033100000000000004,1.4647,1.0171
2025-06-03_thd,23.377052889884137,0.5551,1.5374,0.9823000000000001,1.9724,1.2268
2025-06-04_thd,23.13064396433727,1.0179,1.4499,0.43199999999999994,2.4404,2.0211
2025-06-04_the,22.026690568468734,0.3739,2.0314,1.6575000000000002,2.5628,0.8903
2025-06-03_tha,24.965074168067762,1.3529,1.3607,0.007800000000000029,1.3227,1.2865
2025-06-05_tha,24.943793680360404,0.5854,0.6236,0.03820000000000001,2.3238,2.2836
2025-05-27_tha,23.14628577938782,0.3071,6.5976,6.2905,16.8501,4.2677
2025-06-02_tha,24.924455166119206,0.127,0.0747,-0.0523,1.3006,0.9796
2025-06-09_the,23.03151493391397,5.2119,0.7416,-4.4703,3.0969,4.5249
2025-06-09_thd,24.01200781293417,1.6138,1.3573,-0.25649999999999995,1.1887,1.7174
2025-06-07_thd,24.021500909047305,0.3684,0.0508,-0.3176,1.438,1.1553
2025-06-06_thd,23.51442638080101,0.8526,1.1087,0.2561,1.5279,1.2841
2025-06-11_thd,23.79456345936599,1.4351,1.1507,-0.2844,0.7998,1.3522
2025-06-08_the,22.79876241253397,0.2621,0.0461,-0.216,1.1547,0.7294
2025-06-11_tha,26.088122145060318,1.4082,1.0831,-0.32509999999999994,0.8131,1.4013
2025-06-07_the,22.719250391805005,0.3152,0.0517,-0.26349999999999996,1.1628,0.7808
2025-06-08_tha,25.835816963568753,0.535,0.0682,-0.46680000000000005,1.3171,1.2832
2025-06-07_tha,25.91371452967013,0.3886,0.0595,-0.3291,1.3637,1.2174
2025-06-08_thd,23.865807861054133,0.6332,0.0583,-0.5749,1.2333,1.2054
2025-06-17_the,23.69785705255679,1.0059,0.9128,-0.09310000000000007,1.1046,1.4046
2025-06-03_the,22.20664290308956,0.1917,1.1705,0.9788000000000001,1.5174,1.012
2025-07-02_thd,23.143290004363365,0.9107,1.3766,0.4659000000000001,1.6432,1.5279
2025-07-01_the,23.700573536617032,0.8052,0.5058,-0.2994,1.3932,2.1808
2025-07-07_tha,26.44805841229592,0.3387,1.58,1.2413,1.7329,0.9581
2025-07-05_tha,26.232236136203447,0.1387,0.8526,0.7139,1.697,1.3219
2025-07-03_tha,26.463677185889377,6.0302,2.9394,-3.0907999999999998,4.9467,6.8391
2025-07-11_thd,21.178017227438257,0.0945,1.1319,1.0373999999999999,2.7498,1.3195
2025-07-11_the,22.31850247395304,3.061,0.4295,-2.6315,3.2651,2.1952
2025-07-06_tha,26.436535862298854,1.3248,1.6608,0.3360000000000001,1.207,1.0219
2025-07-08_thd,22.459054799840874,0.0976,0.6799,0.5822999999999999,2.2772,1.7138
2025-07-12_thd,20.875905091422975,0.0819,1.2467,1.1647999999999998,2.0906,1.2036
2025-07-10_the,22.806015046146655,0.0248,1.1778,1.153,0.6571,0.5633
2025-07-05_thd,22.339622048402692,0.9243,0.7076,-0.2167,1.284,1.3406
2025-07-23_thd,19.41359179773925,0.5244,1.0484,0.524,2.2216,1.2598
2025-07-13_the,21.940004965624574,0.1594,1.124,0.9646000000000001,2.8019,1.1305
2025-07-22_tha,25.715996774489167,0.2436,1.1897,0.9460999999999999,2.3913,1.4466
2025-07-22_thd,21.43459128371281,1.119,1.1842,0.06519999999999992,1.7536,1.5271
2025-08-08_the,29.988046497044415,3.8203,4.3911,0.5707999999999998,5.5156,4.7964
2025-08-09_thd,20.039531432736208,0.1084,0.9343,0.8259000000000001,2.3786,1.2261
2025-08-09_the,20.850299502984306,0.133,1.0258,0.8928,2.0006,1.3158
