eid,probe,stage,bz,cls
2017-09-23_thd,thd,no_bg,-1.12,
2017-09-23_the,the,contrib,-1.28,AMBIGUOUS
2017-09-24_tha,tha,no_bg,-1.02,
2017-09-24_thd,thd,no_bg,-0.62,
2017-09-24_the,the,no_bg,-1.2,
2017-09-25_tha,tha,no_bg,-0.29,
2017-09-25_thd,thd,no_bg,-0.64,
2017-09-25_the,the,no_bg,-0.7,
2017-09-26_tha,tha,no_bg,-0.54,
2017-09-26_thd,thd,no_bg,-0.06,
2017-09-26_the,the,no_bg,-0.47,
2017-09-27_tha,tha,contrib,-4.59,AMBIGUOUS
2017-09-27_thd,thd,contrib,-2.89,AMBIGUOUS
2017-09-27_the,the,contrib,-5.59,AMBIGUOUS
2017-09-28_tha,tha,no_bg,-0.69,
2017-09-28_thd,thd,no_bg,-1.99,
2017-09-28_the,the,contrib,-0.52,BOUNDARY_LAYER
2017-09-29_tha,tha,no_bg,-0.78,
2017-09-29_thd,thd,no_bg,-0.94,
2017-09-29_the,the,no_bg,-0.78,
2017-09-30_tha,tha,no_bg,-2.12,
2017-09-30_thd,thd,no_sheath,-0.89,
2017-09-30_the,the,no_bg,-0.85,
2017-10-01_tha,tha,no_bg,-0.63,
2017-10-01_thd,thd,no_bg,-1.96,
2017-10-01_the,the,no_bg,-0.63,
2017-10-02_tha,tha,no_bg,-1.41,
2017-10-02_thd,thd,no_sheath,-1.27,
2017-10-02_the,the,no_bg,-1.41,
2017-10-03_tha,tha,no_bg,-2.0,
2017-10-03_thd,thd,no_sheath,1.07,
2017-10-03_the,the,no_bg,-2.0,
2017-10-04_tha,tha,no_bg,0.48,
2017-10-04_thd,thd,no_bg,0.37,
2017-10-04_the,the,no_bg,0.48,
2017-10-05_tha,tha,no_bg,3.92,
2017-10-05_thd,thd,no_bg,3.79,
2017-10-06_tha,tha,no_bg,0.01,
2017-10-06_thd,thd,no_bg,2.0,
2017-10-06_the,the,no_bg,0.01,
2017-10-07_tha,tha,no_bg,0.58,
2017-10-07_thd,thd,no_sheath,2.16,
2017-10-07_the,the,no_bg,0.36,
2017-10-08_tha,tha,no_sheath,1.31,
2017-10-08_thd,thd,no_bg,1.46,
2017-10-08_the,the,no_sheath,1.17,
2017-10-09_tha,tha,no_bg,1.45,
2017-10-09_thd,thd,no_sheath,0.97,
2017-10-09_the,the,no_sheath,1.45,
2017-10-10_tha,tha,no_bg,1.49,
2017-10-10_thd,thd,no_bg,1.27,
2017-10-10_the,the,no_sheath,1.54,
2017-10-11_thd,thd,no_bg,-1.43,
2017-10-11_the,the,contrib,-3.55,AMBIGUOUS
2017-10-12_thd,thd,no_bg,-2.87,
2017-10-12_the,the,contrib,-1.78,BOUNDARY_LAYER
2017-10-13_thd,thd,no_bg,-1.21,
2017-10-13_the,the,no_bg,-3.74,
2017-10-14_tha,tha,no_bg,0.74,
2017-10-14_thd,thd,no_bg,-1.31,
2017-10-14_the,the,no_bg,-0.52,
2017-10-15_tha,tha,no_bg,-0.91,
2017-10-15_thd,thd,no_bg,-1.72,
2017-10-15_the,the,no_bg,0.16,
2017-10-16_tha,tha,no_sheath,-0.26,
2017-10-16_the,the,no_sheath,-0.29,
2017-10-17_tha,tha,no_sheath,-0.24,
2017-10-17_thd,thd,no_sheath,-0.24,
2017-10-17_the,the,no_bg,-0.17,
2017-10-18_thd,thd,no_bg,-2.95,
2017-10-18_the,the,no_sheath,0.37,
2017-10-19_tha,tha,no_bg,-2.24,
2017-10-19_thd,thd,no_bg,1.96,
2017-10-19_the,the,no_bg,-1.87,
2017-10-20_tha,tha,no_bg,-1.23,
2017-10-20_thd,thd,no_sheath,-1.02,
2017-10-20_the,the,no_bg,-1.18,
2017-10-21_tha,tha,no_bg,1.8,
2017-10-21_thd,thd,no_sheath,-0.9,
2017-10-21_the,the,no_bg,3.47,
2017-10-22_tha,tha,no_sheath,1.0,
2017-10-22_thd,thd,no_bg,0.81,
2017-10-22_the,the,no_sheath,0.85,
2017-10-23_thd,thd,no_bg,0.72,
2017-10-23_the,the,no_bg,0.04,
2017-10-24_tha,tha,no_bg,-0.89,
2017-10-24_thd,thd,no_bg,-0.17,
2017-10-24_the,the,no_bg,0.29,
2017-10-25_tha,tha,no_bg,-0.94,
2017-10-25_thd,thd,no_bg,-0.91,
2017-10-25_the,the,no_bg,-0.62,
2017-10-26_thd,thd,no_bg,0.93,
2017-10-26_the,the,no_bg,0.04,
2017-10-27_tha,tha,no_sheath,0.08,
2017-10-27_thd,thd,no_sheath,0.45,
2017-10-27_the,the,no_bg,0.12,
2017-10-28_thd,thd,no_sheath,0.17,
2017-10-28_the,the,no_sheath,-0.75,
2017-10-29_thd,thd,no_sheath,-0.12,
2017-10-29_the,the,no_sheath,-0.05,
2017-10-30_thd,thd,no_sheath,-1.11,
2017-10-30_the,the,no_sheath,-1.1,
2017-10-31_thd,thd,no_bg,-1.68,
2017-10-31_the,the,no_bg,-1.14,
2017-11-01_thd,thd,no_bg,2.7,
2017-11-01_the,the,no_bg,0.67,
2017-11-02_thd,thd,no_sheath,-2.87,
2017-11-02_the,the,no_bg,-4.17,
2017-11-03_thd,thd,no_sheath,0.74,
2017-11-03_the,the,no_bg,-4.16,
2017-11-04_thd,thd,no_sheath,0.78,
2017-11-04_the,the,no_sheath,1.71,
2017-11-05_thd,thd,no_sheath,0.2,
2017-11-05_the,the,no_sheath,1.89,
2017-11-06_thd,thd,no_sheath,0.77,
2017-11-06_the,the,no_sheath,2.03,
2017-11-07_thd,thd,contrib,-6.04,AMBIGUOUS
2018-07-31_tha,tha,no_bg,2.43,
2018-08-01_tha,tha,no_bg,1.58,
2018-08-02_tha,tha,no_bg,2.64,
2018-08-03_tha,tha,no_sheath,-1.11,
2018-08-04_tha,tha,no_sheath,-0.31,
2018-08-05_tha,tha,no_sheath,0.75,
2018-08-05_thd,thd,no_sheath,0.7,
2018-08-06_tha,tha,no_bg,-0.39,
2018-08-06_the,the,no_sheath,2.17,
2018-08-07_tha,tha,no_bg,-0.56,
2018-08-07_thd,thd,no_bg,0.13,
2018-08-07_the,the,no_bg,3.09,
2018-08-08_tha,tha,no_bg,0.93,
2018-08-08_thd,thd,no_sheath,-0.77,
2018-08-08_the,the,no_sheath,-0.75,
2018-08-09_tha,tha,no_sheath,-1.39,
2018-08-09_thd,thd,no_bg,-1.47,
2018-08-09_the,the,no_sheath,-1.26,
2018-08-10_tha,tha,no_sheath,2.17,
2018-08-10_thd,thd,no_bg,-1.36,
2018-08-10_the,the,no_bg,-1.0,
2018-08-11_tha,tha,no_bg,-0.78,
2018-08-11_thd,thd,no_bg,1.89,
2018-08-11_the,the,no_bg,-1.0,
2018-08-12_tha,tha,no_bg,0.64,
2018-08-12_thd,thd,no_bg,-0.31,
2018-08-12_the,the,no_bg,1.26,
2018-08-13_tha,tha,no_sheath,-0.02,
2018-08-13_the,the,no_sheath,-1.84,
2018-08-14_tha,tha,no_bg,0.28,
2018-08-14_thd,thd,no_bg,-1.11,
2018-08-14_the,the,no_sheath,1.29,
2018-08-15_tha,tha,no_bg,0.26,
2018-08-15_thd,thd,contrib,-4.23,AMBIGUOUS
2018-08-16_tha,tha,no_bg,-2.26,
2018-08-16_thd,thd,no_bg,-0.61,
2018-08-17_tha,tha,no_bg,-1.62,
2018-08-17_thd,thd,contrib,-1.41,AMBIGUOUS
2018-08-17_the,the,no_bg,-2.91,
2018-08-18_tha,tha,no_bg,-1.2,
2018-08-18_thd,thd,no_bg,-1.88,
2018-08-18_the,the,no_bg,-1.2,
2018-08-19_tha,tha,no_bg,0.19,
2018-08-19_thd,thd,no_bg,2.12,
2018-08-19_the,the,no_bg,-0.06,
2018-08-20_tha,tha,no_bg,-1.82,
2018-08-20_the,the,no_bg,-1.36,
2018-08-21_tha,tha,no_sheath,1.03,
2018-08-21_thd,thd,no_bg,0.62,
2018-08-22_tha,tha,no_sheath,0.39,
2018-08-22_thd,thd,no_bg,0.51,
2018-08-22_the,the,no_bg,-0.09,
2018-08-23_tha,tha,no_bg,-0.55,
2018-08-23_thd,thd,no_sheath,0.9,
2018-08-23_the,the,no_sheath,-0.47,
2018-08-24_tha,tha,no_sheath,0.55,
2018-08-24_thd,thd,no_bg,0.86,
2018-08-24_the,the,no_bg,-0.89,
2018-08-25_tha,tha,no_bg,4.98,
2018-08-25_thd,thd,no_bg,6.09,
2018-08-25_the,the,no_bg,-6.12,
2018-08-26_tha,tha,contrib,-14.99,AMBIGUOUS
2018-08-26_thd,thd,contrib,-4.64,AMBIGUOUS
2018-08-26_the,the,no_bg,1.38,
2018-08-27_tha,tha,no_bg,-1.6,
2018-08-27_the,the,no_bg,1.37,
2018-08-28_tha,tha,no_bg,1.62,
2018-08-28_the,the,no_bg,-0.61,
2018-08-29_tha,tha,no_sheath,-0.76,
2018-08-29_thd,thd,no_bg,0.58,
2018-08-29_the,the,no_sheath,0.72,
2018-08-30_tha,tha,no_sheath,-0.88,
2018-08-30_thd,thd,no_sheath,-0.9,
2018-08-30_the,the,no_sheath,1.02,
2018-08-31_tha,tha,no_bg,0.11,
2018-08-31_thd,thd,contrib,0.11,CONFIRMED_PDL
2018-09-01_tha,tha,no_bg,1.19,
2018-09-01_thd,thd,no_bg,1.65,
2018-09-02_tha,tha,no_bg,-0.51,
2018-09-02_thd,thd,no_bg,-0.23,
2018-09-02_the,the,no_bg,-0.94,
2018-09-03_tha,tha,no_bg,1.38,
2018-09-03_thd,thd,no_sheath,0.0,
2018-09-03_the,the,no_bg,1.29,
2018-09-04_tha,tha,no_bg,0.2,
2018-09-04_thd,thd,contrib,0.56,AMBIGUOUS
2018-09-04_the,the,no_bg,0.66,
2018-09-05_tha,tha,no_bg,-1.58,
2018-09-05_thd,thd,no_bg,0.16,
2018-09-05_the,the,no_sheath,0.0,
2018-09-06_tha,tha,no_bg,0.23,
2018-09-06_thd,thd,no_bg,0.27,
2018-09-06_the,the,no_bg,-1.14,
2018-09-07_tha,tha,no_bg,0.16,
2018-09-07_thd,thd,no_shell,0.56,
2018-09-07_the,the,contrib,0.58,AMBIGUOUS
2018-09-08_tha,tha,no_bg,0.23,
2018-09-08_thd,thd,no_bg,0.58,
2018-09-09_tha,tha,no_bg,0.36,
2018-09-09_thd,thd,no_bg,5.1,
2018-09-09_the,the,no_bg,5.19,
2018-09-10_tha,tha,no_bg,-0.93,
2018-09-10_thd,thd,contrib,1.91,CONFIRMED_PDL
2018-09-10_the,the,contrib,-5.36,AMBIGUOUS
2018-09-11_tha,tha,contrib,-3.24,AMBIGUOUS
2018-09-11_thd,thd,contrib,1.92,CONFIRMED_PDL
2018-09-11_the,the,no_bg,1.19,
2018-09-12_tha,tha,no_bg,0.46,
2018-09-12_thd,thd,no_bg,0.68,
2018-09-12_the,the,no_bg,1.19,
2018-09-13_tha,tha,contrib,-0.11,AMBIGUOUS
2018-09-13_thd,thd,no_bg,0.0,
2018-09-13_the,the,contrib,-1.68,AMBIGUOUS
2018-09-14_tha,tha,contrib,1.09,AMBIGUOUS
2018-09-14_thd,thd,no_shell,-1.83,
2018-09-14_the,the,no_bg,-0.71,
2018-09-15_tha,tha,no_bg,-0.88,
2018-09-15_thd,thd,no_bg,-1.14,
2018-09-15_the,the,no_bg,0.04,
2018-09-16_tha,tha,no_bg,-0.99,
2018-09-16_thd,thd,no_bg,-0.42,
2018-09-16_the,the,no_shell,-1.51,
2018-09-17_tha,tha,contrib,-1.14,AMBIGUOUS
2018-09-17_thd,thd,contrib,1.88,BOUNDARY_LAYER
2018-09-17_the,the,no_shell,-1.69,
2018-09-18_tha,tha,contrib,-1.15,AMBIGUOUS
2018-09-18_thd,thd,contrib,1.88,AMBIGUOUS
2018-09-19_tha,tha,no_bg,-0.42,
2018-09-19_thd,thd,no_bg,-0.38,
2018-09-19_the,the,no_bg,-0.36,
2018-09-20_tha,tha,no_bg,1.17,
2018-09-20_thd,thd,no_bg,1.05,
2018-09-20_the,the,no_bg,1.68,
2018-09-21_tha,tha,no_shell,1.86,
2018-09-21_thd,thd,contrib,0.31,CONFIRMED_PDL
2018-09-21_the,the,no_shell,-4.12,
2018-09-22_tha,tha,no_shell,-1.69,
2018-09-22_thd,thd,contrib,-3.4,AMBIGUOUS
2018-09-22_the,the,no_shell,-6.42,
2018-09-23_tha,tha,no_shell,-0.23,
2018-09-23_thd,thd,contrib,0.53,AMBIGUOUS
2018-09-23_the,the,contrib,-2.41,AMBIGUOUS
2018-09-24_tha,tha,no_shell,-0.58,
2018-09-24_thd,thd,no_shell,0.95,
2018-09-24_the,the,contrib,0.82,AMBIGUOUS
2018-09-25_tha,tha,no_shell,1.48,
2018-09-25_thd,thd,no_shell,0.85,
2018-09-25_the,the,contrib,0.6,AMBIGUOUS
2018-09-26_tha,tha,contrib,-0.05,AMBIGUOUS
2018-09-26_thd,thd,contrib,0.51,AMBIGUOUS
2018-09-26_the,the,contrib,0.54,CONFIRMED_PDL
2018-09-27_tha,tha,no_shell,-1.51,
2018-09-27_thd,thd,no_shell,1.58,
2018-09-27_the,the,contrib,0.41,AMBIGUOUS
2018-09-28_tha,tha,no_shell,0.62,
2018-09-28_thd,thd,no_shell,-2.59,
2018-09-28_the,the,contrib,-2.62,AMBIGUOUS
2018-09-29_tha,tha,no_shell,0.39,
2018-09-29_thd,thd,no_shell,-2.75,
2018-09-29_the,the,no_shell,-2.63,
2018-09-30_tha,tha,no_shell,0.69,
2018-09-30_thd,thd,contrib,-0.94,BOUNDARY_LAYER
2018-09-30_the,the,contrib,-1.06,AMBIGUOUS
2018-10-01_tha,tha,no_shell,0.79,
2018-10-01_thd,thd,contrib,-0.81,AMBIGUOUS
2018-10-01_the,the,no_shell,-0.15,
2018-10-02_tha,tha,no_shell,-0.66,
2018-10-02_thd,thd,no_shell,-0.65,
2018-10-02_the,the,no_shell,-0.81,
2018-10-03_tha,tha,no_shell,0.41,
2018-10-03_thd,thd,no_shell,2.66,
2018-10-03_the,the,contrib,-0.21,BOUNDARY_LAYER
2018-10-04_tha,tha,no_shell,2.64,
2018-10-04_thd,thd,no_shell,0.94,
2018-10-04_the,the,no_shell,3.09,
2018-10-05_tha,tha,no_sheath,0.41,
2018-10-05_thd,thd,no_shell,-0.27,
2018-10-05_the,the,no_shell,0.33,
2018-10-06_tha,tha,no_shell,0.47,
2018-10-06_thd,thd,no_shell,-0.18,
2018-10-06_the,the,no_shell,0.05,
2018-10-07_tha,tha,no_sheath,-2.76,
2018-10-07_thd,thd,no_sheath,-4.13,
2018-10-07_the,the,no_shell,1.3,
2018-10-08_thd,thd,no_sheath,0.39,
2018-10-08_the,the,no_shell,0.44,
2018-10-09_thd,thd,no_sheath,-0.51,
2018-10-10_tha,tha,no_shell,1.67,
2018-10-10_thd,thd,no_sheath,-4.39,
2018-10-10_the,the,no_shell,-4.52,
2018-10-11_tha,tha,no_shell,-1.04,
2018-10-11_the,the,no_shell,-1.03,
2018-10-12_tha,tha,no_bg,-1.21,
2018-10-12_the,the,no_shell,-1.0,
2018-10-13_tha,tha,no_shell,-0.41,
2018-10-13_thd,thd,no_sheath,2.47,
2018-10-13_the,the,no_shell,0.05,
2018-10-14_tha,tha,no_shell,2.92,
2018-10-14_thd,thd,no_sheath,2.03,
2018-10-14_the,the,no_shell,1.26,
2018-10-15_tha,tha,contrib,-0.12,AMBIGUOUS
2018-10-15_thd,thd,no_sheath,1.23,
2018-10-15_the,the,no_shell,0.75,
2018-10-16_tha,tha,contrib,0.06,CONFIRMED_PDL
2018-10-16_thd,thd,no_sheath,0.49,
2018-10-16_the,the,no_shell,1.28,
2018-10-17_tha,tha,no_bg,1.11,
2018-10-17_thd,thd,no_shell,1.47,
2018-10-17_the,the,no_shell,1.4,
2018-10-18_tha,tha,no_bg,0.47,
2018-10-18_thd,thd,no_shell,0.83,
2018-10-18_the,the,no_shell,0.29,
2018-10-19_tha,tha,no_bg,0.66,
2018-10-19_thd,thd,no_shell,1.37,
2018-10-19_the,the,no_shell,0.84,
2018-10-20_tha,tha,no_bg,-0.39,
2018-10-20_thd,thd,no_shell,-0.42,
2018-10-20_the,the,no_shell,-0.43,
2018-10-21_tha,tha,contrib,2.49,AMBIGUOUS
2018-10-21_thd,thd,no_sheath,-0.69,
2018-10-21_the,the,no_sheath,-0.84,
2018-10-22_tha,tha,no_bg,-1.46,
2018-10-22_thd,thd,no_sheath,-0.59,
2018-10-22_the,the,no_shell,-0.68,
2018-10-23_tha,tha,contrib,1.46,AMBIGUOUS
2018-10-23_thd,thd,no_sheath,-1.3,
2018-10-23_the,the,no_shell,-1.12,
2018-10-24_tha,tha,contrib,1.44,AMBIGUOUS
2018-10-24_thd,thd,no_shell,-0.62,
2018-10-24_the,the,no_shell,0.44,
2018-10-25_tha,tha,contrib,-0.3,AMBIGUOUS
2018-10-25_thd,thd,contrib,-0.47,AMBIGUOUS
2018-10-25_the,the,no_shell,-0.34,
2018-10-26_tha,tha,contrib,3.37,AMBIGUOUS
2018-10-26_thd,thd,no_shell,2.11,
2018-10-26_the,the,no_shell,-0.31,
2018-10-27_tha,tha,no_bg,0.18,
2018-10-27_thd,thd,no_shell,0.69,
2018-10-27_the,the,no_shell,0.02,
2018-10-28_tha,tha,no_bg,0.15,
2018-10-28_thd,thd,no_shell,0.4,
2018-10-28_the,the,no_shell,-0.81,
2018-10-29_tha,tha,no_bg,0.28,
2018-10-29_thd,thd,no_shell,1.5,
2018-10-29_the,the,contrib,0.71,AMBIGUOUS
2018-10-30_tha,tha,no_bg,2.72,
2018-10-30_thd,thd,no_shell,1.82,
2018-10-30_the,the,contrib,1.43,AMBIGUOUS
2018-10-31_tha,tha,no_bg,2.84,
2018-10-31_thd,thd,no_shell,-0.3,
2018-10-31_the,the,contrib,-0.05,AMBIGUOUS
2018-11-01_tha,tha,contrib,0.16,CONFIRMED_PDL
2018-11-01_thd,thd,contrib,-0.03,AMBIGUOUS
2018-11-01_the,the,no_bg,-0.03,
2018-11-02_tha,tha,no_bg,-0.11,
2018-11-02_thd,thd,contrib,-0.42,AMBIGUOUS
2018-11-02_the,the,contrib,-0.05,AMBIGUOUS
2018-11-03_tha,tha,no_bg,2.78,
2018-11-03_thd,thd,contrib,0.47,AMBIGUOUS
2018-11-03_the,the,contrib,2.53,AMBIGUOUS
2018-11-04_thd,thd,no_sheath,0.3,
2018-11-04_the,the,contrib,-4.55,AMBIGUOUS
2018-11-05_tha,tha,no_bg,-1.17,
2018-11-05_thd,thd,no_shell,0.3,
2018-11-05_the,the,contrib,-0.27,AMBIGUOUS
2018-11-06_tha,tha,no_bg,-0.3,
2018-11-06_thd,thd,contrib,-0.62,AMBIGUOUS
2018-11-06_the,the,no_shell,-1.16,
2018-11-07_tha,tha,no_bg,0.14,
2018-11-07_thd,thd,contrib,0.14,AMBIGUOUS
2018-11-07_the,the,contrib,-2.24,AMBIGUOUS
2018-11-08_tha,tha,no_bg,0.17,
2018-11-08_thd,thd,contrib,0.52,AMBIGUOUS
2018-11-08_the,the,no_bg,0.38,
2018-11-09_tha,tha,no_sheath,-0.11,
2018-11-09_thd,thd,contrib,-2.19,AMBIGUOUS
2018-11-09_the,the,contrib,-2.99,AMBIGUOUS
2018-11-10_tha,tha,no_bg,4.1,
2018-11-10_thd,thd,contrib,-0.83,AMBIGUOUS
2018-11-10_the,the,no_bg,-1.06,
2018-11-11_tha,tha,no_sheath,0.55,
2018-11-11_thd,thd,no_shell,1.77,
2018-11-11_the,the,contrib,1.77,CONFIRMED_PDL
2018-11-12_tha,tha,no_sheath,0.73,
2018-11-12_thd,thd,contrib,-1.2,AMBIGUOUS
2018-11-12_the,the,no_bg,0.97,
2018-11-13_tha,tha,no_sheath,0.36,
2018-11-13_thd,thd,no_bg,0.24,
2018-11-13_the,the,no_bg,0.31,
2018-11-14_tha,tha,no_sheath,1.08,
2018-11-14_thd,thd,no_bg,1.63,
2018-11-14_the,the,no_bg,1.48,
2018-11-15_tha,tha,no_sheath,1.18,
2018-11-15_thd,thd,no_bg,1.38,
2018-11-15_the,the,no_bg,1.09,
2018-11-16_thd,thd,no_bg,-0.88,
2018-11-16_the,the,no_bg,0.31,
2018-11-17_tha,tha,no_sheath,0.36,
2018-11-17_thd,thd,no_sheath,-0.03,
2018-11-17_the,the,no_bg,-0.12,
2018-11-18_tha,tha,no_sheath,-0.33,
2018-11-18_thd,thd,no_shell,-0.72,
2018-11-18_the,the,no_bg,-0.53,
2018-11-19_tha,tha,no_bg,1.86,
2018-11-19_thd,thd,contrib,0.56,AMBIGUOUS
2018-11-19_the,the,no_bg,0.04,
2018-11-20_thd,thd,no_bg,2.17,
2018-11-20_the,the,no_bg,1.5,
2018-11-21_thd,thd,no_bg,-0.98,
2018-11-21_the,the,no_sheath,-0.98,
2018-11-22_thd,thd,no_sheath,-0.74,
2018-11-23_thd,thd,no_bg,0.53,
2018-11-23_the,the,no_bg,-0.24,
2018-11-24_thd,thd,no_bg,1.7,
2018-11-24_the,the,no_bg,0.49,
2018-11-25_the,the,no_sheath,0.88,
2018-11-26_thd,thd,no_sheath,2.0,
2018-11-26_the,the,no_sheath,-0.43,
2018-11-27_thd,thd,no_bg,-1.01,
2018-11-28_thd,thd,no_bg,-0.48,
2018-11-28_the,the,no_bg,2.38,
2018-11-29_thd,thd,no_bg,-0.51,
2018-11-29_the,the,no_sheath,-0.07,
2018-11-30_thd,thd,no_bg,0.45,
2018-11-30_the,the,no_sheath,0.0,
2018-12-01_thd,thd,no_bg,-1.09,
2018-12-01_the,the,no_sheath,-0.3,
2018-12-03_thd,thd,no_bg,-0.34,
2018-12-03_the,the,no_bg,0.34,
2018-12-04_thd,thd,no_bg,1.39,
2018-12-04_the,the,no_bg,0.46,
2018-12-05_thd,thd,no_sheath,-0.84,
2018-12-07_thd,thd,contrib,-0.75,AMBIGUOUS
2018-12-08_thd,thd,no_bg,0.25,
2019-09-11_tha,tha,no_sheath,-0.34,
2019-09-12_tha,tha,no_bg,3.29,
2019-09-12_thd,thd,no_bg,3.77,
2019-09-14_tha,tha,no_sheath,1.66,
2019-09-14_thd,thd,no_sheath,-1.5,
2019-09-15_tha,tha,no_bg,-0.98,
2019-09-15_thd,thd,no_bg,-0.58,
2019-09-16_tha,tha,no_bg,1.98,
2019-09-16_the,the,no_bg,-0.47,
2019-09-17_tha,tha,no_sheath,2.45,
2019-09-17_thd,thd,no_bg,0.01,
2019-09-18_tha,tha,no_sheath,-1.36,
2019-09-18_thd,thd,no_bg,0.01,
2019-09-18_the,the,no_bg,-1.44,
2019-09-19_tha,tha,no_sheath,-0.18,
2019-09-19_thd,thd,no_sheath,-0.48,
2019-09-19_the,the,no_sheath,-0.12,
2019-09-20_tha,tha,no_bg,-0.74,
2019-09-20_the,the,no_sheath,0.03,
2019-09-21_tha,tha,no_sheath,-1.76,
2019-09-21_thd,thd,no_bg,-3.74,
2019-09-21_the,the,no_sheath,-2.85,
2019-09-22_tha,tha,no_sheath,-1.7,
2019-09-22_thd,thd,no_bg,3.03,
2019-09-23_tha,tha,no_sheath,0.62,
2019-09-23_the,the,no_sheath,0.84,
2019-09-24_tha,tha,no_bg,-5.22,
2019-09-24_thd,thd,no_bg,-4.28,
2019-09-24_the,the,no_bg,-5.26,
2019-09-25_tha,tha,no_sheath,0.94,
2019-09-25_thd,thd,no_sheath,1.04,
2019-09-25_the,the,no_sheath,1.06,
2019-09-26_tha,tha,no_sheath,0.86,
2019-09-26_thd,thd,no_sheath,0.46,
2019-09-26_the,the,no_sheath,0.67,
2019-09-27_tha,tha,no_bg,-3.24,
2019-09-27_the,the,no_bg,-0.05,
2019-09-28_tha,tha,no_bg,-0.57,
2019-09-28_thd,thd,no_bg,-2.34,
2019-09-28_the,the,no_bg,0.03,
2019-09-29_tha,tha,no_bg,-2.54,
2019-09-29_thd,thd,no_bg,-1.33,
2019-09-29_the,the,no_bg,-1.29,
2019-09-30_tha,tha,no_bg,-2.77,
2019-09-30_the,the,no_sheath,-2.16,
2019-10-01_tha,tha,no_bg,-1.82,
2019-10-01_thd,thd,no_bg,-0.45,
2019-10-01_the,the,no_sheath,0.34,
2019-10-02_tha,tha,no_sheath,0.91,
2019-10-02_thd,thd,no_bg,-2.24,
2019-10-02_the,the,no_sheath,1.27,
2019-10-03_tha,tha,no_sheath,-1.18,
2019-10-03_thd,thd,no_bg,0.57,
2019-10-04_tha,tha,no_bg,2.85,
2019-10-04_thd,thd,contrib,-0.33,AMBIGUOUS
2019-10-04_the,the,no_bg,-0.38,
2019-10-05_tha,tha,no_bg,0.76,
2019-10-05_thd,thd,no_sheath,-0.92,
2019-10-05_the,the,no_sheath,-0.96,
2019-10-06_tha,tha,no_sheath,-0.62,
2019-10-06_thd,thd,no_sheath,-1.03,
2019-10-06_the,the,no_sheath,-1.34,
2019-10-07_tha,tha,no_bg,-1.05,
2019-10-07_the,the,no_bg,-2.32,
2019-10-08_tha,tha,no_bg,-1.13,
2019-10-08_thd,thd,no_bg,-1.15,
2019-10-08_the,the,no_sheath,-0.98,
2019-10-09_tha,tha,no_sheath,-0.83,
2019-10-09_the,the,no_bg,-0.99,
2019-10-10_tha,tha,no_bg,-0.54,
2019-10-10_thd,thd,no_bg,0.81,
2019-10-10_the,the,no_bg,1.69,
2019-10-11_tha,tha,no_bg,-1.8,
2019-10-11_thd,thd,contrib,-0.96,AMBIGUOUS
2019-10-11_the,the,no_bg,-1.52,
2019-10-12_tha,tha,no_sheath,-0.02,
2019-10-12_thd,thd,no_bg,-1.17,
2019-10-12_the,the,no_sheath,0.66,
2019-10-13_tha,tha,no_bg,1.19,
2019-10-13_thd,thd,no_bg,1.25,
2019-10-13_the,the,no_sheath,-0.06,
2019-10-14_tha,tha,no_bg,-1.75,
2019-10-14_thd,thd,no_bg,2.45,
2019-10-14_the,the,no_bg,-0.21,
2019-10-15_tha,tha,no_bg,3.98,
2019-10-15_thd,thd,no_bg,2.45,
2019-10-15_the,the,no_bg,3.13,
2019-10-16_tha,tha,contrib,3.82,AMBIGUOUS
2019-10-16_thd,thd,no_bg,-1.01,
2019-10-16_the,the,no_bg,-2.19,
2019-10-17_tha,tha,no_sheath,-0.7,
2019-10-17_thd,thd,no_bg,-0.64,
2019-10-17_the,the,no_bg,-1.19,
2019-10-18_tha,tha,no_bg,-1.69,
2019-10-18_thd,thd,contrib,-0.72,AMBIGUOUS
2019-10-18_the,the,no_bg,-0.6,
2019-10-19_tha,tha,no_bg,-2.32,
2019-10-19_thd,thd,no_bg,0.63,
2019-10-19_the,the,no_bg,-0.65,
2019-10-20_tha,tha,no_bg,-1.51,
2019-10-20_thd,thd,no_bg,-1.17,
2019-10-20_the,the,no_bg,-0.63,
2019-10-21_tha,tha,no_bg,1.89,
2019-10-21_thd,thd,no_bg,0.17,
2019-10-21_the,the,no_bg,1.1,
2019-10-22_tha,tha,no_bg,-0.26,
2019-10-22_thd,thd,contrib,0.31,CONFIRMED_PDL
2019-10-22_the,the,no_bg,0.4,
2019-10-23_tha,tha,no_bg,0.34,
2019-10-23_thd,thd,no_bg,1.12,
2019-10-23_the,the,no_bg,0.06,
2019-10-24_tha,tha,no_bg,0.32,
2019-10-24_thd,thd,contrib,-2.04,AMBIGUOUS
2019-10-24_the,the,contrib,-0.41,AMBIGUOUS
2019-10-25_tha,tha,contrib,-1.92,AMBIGUOUS
2019-10-25_thd,thd,no_shell,-1.23,
2019-10-25_the,the,contrib,-1.23,AMBIGUOUS
2019-10-26_tha,tha,contrib,-1.03,AMBIGUOUS
2019-10-26_thd,thd,no_shell,-0.79,
2019-10-26_the,the,no_bg,-0.46,
2019-10-27_tha,tha,no_bg,-0.39,
2019-10-27_thd,thd,contrib,0.03,CONFIRMED_PDL
2019-10-27_the,the,no_bg,-0.41,
2019-10-28_tha,tha,no_bg,-2.62,
2019-10-28_thd,thd,no_shell,-1.95,
