eid,probe,stage,bz,cls
2016-05-07_tha,tha,no_sheath,1.88,
2016-05-08_tha,tha,no_bg,-4.89,
2016-05-09_tha,tha,no_bg,-2.72,
2016-05-10_tha,tha,no_bg,-2.2,
2016-05-11_tha,tha,no_sheath,-0.98,
2016-05-11_thd,thd,no_sheath,-1.3,
2016-05-11_the,the,no_sheath,1.11,
2016-05-12_tha,tha,no_sheath,-0.84,
2016-05-12_thd,thd,no_sheath,-1.1,
2016-05-12_the,the,no_sheath,-1.14,
2016-05-13_tha,tha,no_sheath,-3.44,
2016-05-13_thd,thd,no_sheath,-1.25,
2016-05-13_the,the,no_sheath,-3.52,
2016-05-14_tha,tha,no_bg,-4.11,
2016-05-14_thd,thd,no_sheath,-3.81,
2016-05-14_the,the,no_bg,-4.02,
2016-05-15_tha,tha,no_bg,-2.05,
2016-05-15_thd,thd,no_bg,-3.35,
2016-05-15_the,the,no_bg,1.54,
2016-05-16_tha,tha,no_bg,1.25,
2016-05-16_thd,thd,no_bg,0.61,
2016-05-16_the,the,no_bg,-2.53,
2016-05-17_tha,tha,no_bg,0.12,
2016-05-17_thd,thd,no_bg,1.61,
2016-05-17_the,the,no_bg,2.83,
2016-05-18_tha,tha,no_bg,1.05,
2016-05-18_thd,thd,no_sheath,1.01,
2016-05-18_the,the,no_bg,1.12,
2016-05-19_tha,tha,no_bg,2.14,
2016-05-19_thd,thd,no_sheath,2.43,
2016-05-19_the,the,no_bg,-3.18,
2016-05-20_tha,tha,no_bg,1.94,
2016-05-20_thd,thd,no_bg,3.26,
2016-05-20_the,the,no_bg,1.88,
2016-05-21_tha,tha,no_bg,-2.54,
2016-05-21_thd,thd,no_bg,1.17,
2016-05-21_the,the,no_bg,0.31,
2016-05-22_tha,tha,no_sheath,0.14,
2016-05-22_thd,thd,no_sheath,3.27,
2016-05-22_the,the,no_sheath,0.25,
2016-05-23_tha,tha,no_sheath,1.33,
2016-05-23_thd,thd,no_sheath,1.56,
2016-05-23_the,the,no_sheath,0.34,
2016-05-24_tha,tha,no_sheath,1.91,
2016-05-24_thd,thd,no_sheath,0.03,
2016-05-24_the,the,no_sheath,-1.2,
2016-05-25_tha,tha,no_sheath,2.09,
2016-05-25_thd,thd,no_sheath,2.66,
2016-05-25_the,the,no_sheath,-0.46,
2016-05-26_tha,tha,no_bg,1.3,
2016-05-26_thd,thd,no_sheath,1.3,
2016-05-26_the,the,no_sheath,1.0,
2016-05-27_tha,tha,contrib,-2.06,AMBIGUOUS
2016-05-27_thd,thd,no_bg,-0.66,
2016-05-27_the,the,no_bg,-0.16,
2016-05-28_tha,tha,no_bg,-0.95,
2016-05-28_thd,thd,no_bg,-2.0,
2016-05-28_the,the,no_bg,0.8,
2016-05-29_tha,tha,no_bg,0.64,
2016-05-29_thd,thd,no_sheath,-1.48,
2016-05-29_the,the,no_sheath,-0.54,
2016-05-30_tha,tha,no_bg,0.04,
2016-05-30_thd,thd,no_bg,-2.69,
2016-05-30_the,the,no_bg,-0.09,
2016-05-31_tha,tha,no_bg,-0.34,
2016-05-31_thd,thd,no_sheath,1.67,
2016-05-31_the,the,no_bg,-1.06,
2016-06-01_tha,tha,no_bg,0.34,
2016-06-01_thd,thd,no_sheath,-2.02,
2016-06-01_the,the,no_sheath,0.11,
2016-06-02_tha,tha,no_sheath,-0.75,
2016-06-02_thd,thd,no_sheath,1.02,
2016-06-03_tha,tha,no_bg,-0.85,
2016-06-03_the,the,no_sheath,0.36,
2016-06-04_tha,tha,no_sheath,-0.95,
2016-06-04_the,the,no_sheath,2.41,
2016-06-05_tha,tha,no_shell,0.45,
2016-06-06_tha,tha,no_bg,-3.58,
2016-06-06_the,the,no_bg,-2.25,
2016-06-07_tha,tha,no_bg,-0.06,
2016-06-07_thd,thd,no_bg,0.78,
2016-06-07_the,the,no_bg,0.11,
2016-06-08_tha,tha,no_bg,1.56,
2016-06-08_thd,thd,no_sheath,-2.37,
2016-06-08_the,the,no_sheath,-0.12,
2016-06-09_tha,tha,no_sheath,-0.75,
2016-06-09_thd,thd,no_sheath,-0.64,
2016-06-09_the,the,no_sheath,0.94,
2016-06-10_tha,tha,contrib,-0.13,AMBIGUOUS
2016-06-10_thd,thd,no_sheath,0.65,
2016-06-10_the,the,no_bg,-1.84,
2016-06-11_tha,tha,contrib,1.44,CONFIRMED_PDL
2016-06-11_thd,thd,no_bg,1.44,
2016-06-11_the,the,no_sheath,-0.72,
2016-06-12_tha,tha,contrib,1.72,CONFIRMED_PDL
2016-06-12_thd,thd,no_bg,1.65,
2016-06-12_the,the,no_bg,3.32,
2016-06-13_thd,thd,no_bg,1.89,
2016-06-13_the,the,no_bg,1.58,
2016-06-14_tha,tha,no_bg,0.87,
2016-06-14_thd,thd,no_bg,0.34,
2016-06-14_the,the,no_bg,0.88,
2016-06-15_tha,tha,contrib,3.09,AMBIGUOUS
2016-06-15_thd,thd,no_bg,-0.23,
2016-06-15_the,the,no_bg,2.78,
2016-06-16_tha,tha,no_bg,0.64,
2016-06-16_the,the,no_bg,0.7,
2016-06-17_tha,tha,no_bg,1.27,
2016-06-17_thd,thd,no_bg,2.15,
2016-06-17_the,the,no_bg,-0.04,
2016-06-18_tha,tha,no_bg,1.15,
2016-06-18_thd,thd,no_bg,1.12,
2016-06-18_the,the,no_bg,-0.81,
2016-06-19_tha,tha,contrib,1.13,CONFIRMED_PDL
2016-06-19_thd,thd,no_bg,0.75,
2016-06-19_the,the,no_bg,-0.2,
2016-06-20_tha,tha,no_bg,1.09,
2016-06-20_thd,thd,no_bg,1.34,
2016-06-20_the,the,no_bg,1.61,
2016-06-21_tha,tha,no_bg,1.42,
2016-06-21_thd,thd,no_sheath,2.19,
2016-06-21_the,the,no_sheath,0.64,
2016-06-22_tha,tha,contrib,-0.44,AMBIGUOUS
2016-06-22_thd,thd,no_bg,-0.34,
2016-06-22_the,the,no_bg,-0.5,
2016-06-23_tha,tha,contrib,2.45,AMBIGUOUS
2016-06-23_thd,thd,no_bg,1.81,
2016-06-23_the,the,no_bg,4.37,
2016-06-24_tha,tha,contrib,-0.28,AMBIGUOUS
2016-06-24_thd,thd,contrib,-3.85,BOUNDARY_LAYER
2016-06-24_the,the,no_bg,1.57,
2016-06-25_tha,tha,contrib,-1.08,AMBIGUOUS
2016-06-25_thd,thd,no_bg,-1.79,
2016-06-25_the,the,no_sheath,-0.68,
2016-06-26_tha,tha,contrib,-3.23,AMBIGUOUS
2016-06-26_thd,thd,no_bg,1.5,
2016-06-26_the,the,no_bg,0.97,
2016-06-27_tha,tha,contrib,-2.31,AMBIGUOUS
2016-06-27_thd,thd,no_bg,-0.52,
2016-06-27_the,the,no_bg,-0.69,
2016-06-28_tha,tha,contrib,0.24,AMBIGUOUS
2016-06-28_thd,thd,no_bg,-0.43,
2016-06-28_the,the,no_bg,0.47,
2016-06-29_tha,tha,contrib,0.97,AMBIGUOUS
2016-06-29_thd,thd,no_bg,0.52,
2016-06-29_the,the,no_bg,1.17,
2016-06-30_tha,tha,no_shell,1.24,
2016-06-30_thd,thd,no_bg,0.15,
2016-06-30_the,the,no_bg,1.21,
2016-07-01_thd,thd,contrib,-1.46,AMBIGUOUS
2016-07-01_the,the,no_bg,-0.6,
2016-07-02_tha,tha,no_sheath,2.51,
2016-07-02_thd,thd,no_bg,-0.6,
2016-07-02_the,the,no_shell,-2.57,
2016-07-03_tha,tha,no_shell,-0.37,
2016-07-03_thd,thd,no_shell,1.72,
2016-07-03_the,the,contrib,0.53,CONFIRMED_PDL
2016-07-04_tha,tha,no_shell,-0.4,
2016-07-04_thd,thd,no_bg,-0.56,
2016-07-04_the,the,no_bg,-0.01,
2016-07-05_tha,tha,no_shell,-1.14,
2016-07-05_thd,thd,no_bg,-0.79,
2016-07-05_the,the,no_bg,0.54,
2016-07-06_tha,tha,no_shell,0.79,
2016-07-06_thd,thd,no_bg,0.79,
2016-07-06_the,the,no_shell,-2.15,
2016-07-07_tha,tha,no_sheath,-3.02,
2016-07-07_thd,thd,no_shell,-1.25,
2016-07-07_the,the,no_shell,-3.43,
2016-07-08_tha,tha,no_shell,-3.49,
2016-07-08_thd,thd,no_shell,0.04,
2016-07-08_the,the,no_shell,-3.94,
2016-07-09_tha,tha,no_shell,0.8,
2016-07-09_thd,thd,no_shell,0.74,
2016-07-09_the,the,no_shell,-1.61,
2016-07-10_tha,tha,no_shell,-0.83,
2016-07-10_thd,thd,no_bg,1.87,
2016-07-10_the,the,no_bg,1.65,
2016-07-11_tha,tha,no_shell,-1.13,
2016-07-11_thd,thd,no_bg,1.17,
2016-07-11_the,the,no_bg,0.31,
2016-07-12_tha,tha,no_shell,-3.86,
2016-07-12_the,the,no_bg,0.27,
2016-07-13_tha,tha,no_shell,-1.0,
2016-07-13_thd,thd,no_bg,-0.87,
2016-07-13_the,the,no_bg,1.02,
2016-07-14_tha,tha,no_shell,-0.09,
2016-07-14_thd,thd,no_bg,-1.98,
2016-07-14_the,the,no_shell,0.42,
2016-07-15_tha,tha,no_shell,0.16,
2016-07-15_thd,thd,no_bg,0.0,
2016-07-15_the,the,no_bg,0.21,
2016-07-16_tha,tha,contrib,0.13,BOUNDARY_LAYER
2016-07-16_thd,thd,no_bg,0.57,
2016-07-16_the,the,no_bg,-0.15,
2016-07-17_tha,tha,contrib,1.0,AMBIGUOUS
2016-07-17_thd,thd,no_bg,-1.52,
2016-07-17_the,the,no_bg,0.07,
2016-07-18_tha,tha,contrib,1.14,AMBIGUOUS
2016-07-18_thd,thd,no_bg,-1.12,
2016-07-18_the,the,no_sheath,0.2,
2016-07-19_tha,tha,no_bg,-0.68,
2016-07-19_thd,thd,no_bg,-1.15,
2016-07-19_the,the,no_bg,-0.47,
2016-07-20_tha,tha,no_shell,0.33,
2016-07-20_thd,thd,no_shell,1.66,
2016-07-20_the,the,no_bg,11.36,
2016-07-21_tha,tha,no_bg,7.77,
2016-07-21_thd,thd,no_sheath,7.73,
2016-07-21_the,the,no_sheath,5.21,
2016-07-22_tha,tha,no_bg,-3.49,
2016-07-22_thd,thd,no_sheath,-2.55,
2016-07-22_the,the,no_bg,-1.17,
2016-07-23_tha,tha,no_bg,3.38,
2016-07-23_thd,thd,no_bg,-1.75,
2016-07-23_the,the,no_bg,2.99,
2016-07-24_tha,tha,contrib,0.56,AMBIGUOUS
2016-07-24_thd,thd,no_bg,3.41,
2016-07-24_the,the,contrib,-1.67,AMBIGUOUS
2016-07-25_tha,tha,contrib,-0.58,BOUNDARY_LAYER
2016-07-25_thd,thd,no_bg,-5.03,
2016-07-25_the,the,no_shell,-0.72,
2016-07-26_tha,tha,contrib,-0.25,BOUNDARY_LAYER
2016-07-26_thd,thd,no_bg,-1.09,
2016-07-26_the,the,no_bg,-1.18,
2016-07-27_tha,tha,no_bg,-0.67,
2016-07-27_thd,thd,no_bg,0.32,
2016-07-27_the,the,contrib,0.62,CONFIRMED_PDL
2016-07-28_tha,tha,no_shell,-2.41,
2016-07-28_thd,thd,contrib,-1.82,AMBIGUOUS
2016-07-28_the,the,contrib,-4.06,AMBIGUOUS
2016-07-29_tha,tha,contrib,0.65,BOUNDARY_LAYER
2016-07-29_thd,thd,no_bg,0.65,
2016-07-29_the,the,no_bg,0.4,
2016-07-30_tha,tha,no_bg,0.19,
2016-07-30_thd,thd,no_bg,-0.16,
2016-07-30_the,the,no_bg,-0.8,
2016-07-31_tha,tha,no_bg,0.3,
2016-07-31_thd,thd,no_bg,-0.82,
2016-07-31_the,the,no_bg,0.48,
2016-08-01_tha,tha,no_bg,0.98,
2016-08-01_thd,thd,no_sheath,0.09,
2016-08-01_the,the,no_bg,0.68,
2016-08-02_tha,tha,contrib,-0.72,AMBIGUOUS
2016-08-02_thd,thd,contrib,3.53,AMBIGUOUS
2016-08-02_the,the,contrib,1.24,AMBIGUOUS
2016-08-03_tha,tha,contrib,2.94,CONFIRMED_PDL
2016-08-03_thd,thd,no_bg,-5.3,
2016-08-03_the,the,no_bg,0.91,
2016-08-04_thd,thd,no_bg,-0.44,
2016-08-04_the,the,no_bg,-0.54,
2016-08-05_tha,tha,no_bg,-3.02,
2016-08-05_thd,thd,no_bg,-1.23,
2016-08-05_the,the,no_bg,-0.58,
2016-08-06_tha,tha,no_bg,-0.6,
2016-08-06_thd,thd,no_bg,-0.61,
2016-08-06_the,the,no_bg,-0.46,
2016-08-07_tha,tha,no_bg,-0.6,
2016-08-07_thd,thd,no_bg,-1.16,
2016-08-07_the,the,no_bg,-0.77,
2016-08-08_tha,tha,no_bg,3.83,
2016-08-08_thd,thd,no_bg,0.91,
2016-08-08_the,the,no_bg,4.61,
2016-08-09_tha,tha,no_bg,-1.47,
2016-08-09_thd,thd,no_bg,0.64,
2016-08-09_the,the,no_bg,-1.47,
2016-08-10_tha,tha,no_bg,0.65,
2016-08-10_thd,thd,no_bg,-0.48,
2016-08-10_the,the,no_sheath,0.08,
2016-08-11_tha,tha,no_bg,1.34,
2016-08-11_thd,thd,no_bg,-0.08,
2016-08-11_the,the,no_bg,0.71,
2016-08-12_tha,tha,no_bg,-1.55,
2016-08-12_thd,thd,no_sheath,-0.98,
2016-08-12_the,the,no_sheath,-0.73,
2016-08-13_tha,tha,no_sheath,-0.9,
2016-08-13_thd,thd,no_sheath,-1.55,
2016-08-13_the,the,no_sheath,-1.03,
2016-08-14_tha,tha,no_sheath,1.33,
2016-08-14_thd,thd,no_sheath,1.27,
2016-08-14_the,the,no_sheath,0.49,
2016-08-15_tha,tha,no_sheath,-0.6,
2016-08-15_thd,thd,no_sheath,-0.92,
2016-08-15_the,the,no_sheath,-0.04,
2016-08-16_tha,tha,no_bg,-0.71,
2016-08-16_thd,thd,no_bg,-2.23,
2016-08-16_the,the,no_bg,0.07,
2016-08-17_tha,tha,no_sheath,-2.37,
2016-08-17_thd,thd,no_sheath,4.35,
2016-08-17_the,the,no_sheath,-1.49,
2016-08-18_tha,tha,no_bg,1.84,
2016-08-18_thd,thd,no_sheath,-1.27,
2016-08-18_the,the,no_sheath,0.87,
2016-08-19_tha,tha,no_sheath,2.0,
2016-08-19_thd,thd,no_sheath,-2.89,
2016-08-19_the,the,no_sheath,-1.7,
2016-08-20_tha,tha,no_sheath,0.41,
2016-08-20_thd,thd,no_sheath,1.01,
2016-08-20_the,the,no_sheath,1.65,
2016-08-21_tha,tha,no_bg,2.97,
2016-08-21_thd,thd,no_bg,3.01,
2016-08-21_the,the,no_bg,0.72,
2016-08-22_tha,tha,no_sheath,1.95,
2016-08-22_thd,thd,no_sheath,1.95,
2016-08-22_the,the,no_sheath,-0.81,
2016-08-23_tha,tha,no_bg,-6.67,
2016-08-23_thd,thd,no_bg,0.53,
2016-08-23_the,the,no_bg,-4.22,
2016-08-24_tha,tha,no_sheath,-0.53,
2016-08-24_thd,thd,no_bg,1.33,
2016-08-24_the,the,no_sheath,0.55,
2016-08-25_tha,tha,no_bg,-0.59,
2016-08-25_thd,thd,no_sheath,0.17,
2016-08-25_the,the,no_bg,-0.46,
2016-08-26_thd,thd,no_bg,2.88,
2016-08-26_the,the,no_sheath,0.92,
2016-08-27_tha,tha,no_sheath,-0.51,
2016-08-27_thd,thd,no_sheath,-0.8,
2016-08-27_the,the,no_sheath,0.88,
2016-08-28_tha,tha,no_sheath,0.15,
2016-08-28_thd,thd,no_sheath,-0.96,
2016-08-28_the,the,no_bg,1.67,
2016-08-29_tha,tha,no_bg,2.4,
2016-08-29_thd,thd,no_bg,1.77,
2016-08-29_the,the,no_bg,1.66,
2016-08-30_tha,tha,no_bg,-3.03,
2016-08-30_thd,thd,no_bg,-1.65,
2016-08-30_the,the,no_bg,0.21,
2016-08-31_tha,tha,no_bg,1.05,
2016-08-31_thd,thd,no_bg,3.04,
2016-08-31_the,the,no_bg,-3.02,
2016-09-01_tha,tha,no_bg,1.81,
2016-09-01_thd,thd,no_bg,-0.93,
2016-09-01_the,the,no_bg,-4.1,
2016-09-02_tha,tha,no_bg,0.04,
2016-09-02_thd,thd,no_bg,1.4,
2016-09-02_the,the,no_bg,-0.26,
2016-09-03_thd,thd,no_bg,-1.28,
2016-09-03_the,the,no_sheath,-2.16,
2016-09-04_tha,tha,no_bg,-0.31,
2016-09-04_thd,thd,no_bg,-1.36,
2016-09-04_the,the,no_sheath,-1.05,
2016-09-05_tha,tha,no_sheath,-0.72,
2016-09-05_thd,thd,no_sheath,0.31,
2016-09-05_the,the,no_sheath,-0.01,
2016-09-06_tha,tha,no_sheath,-0.47,
2016-09-06_thd,thd,no_sheath,-1.03,
2016-09-06_the,the,no_sheath,-0.94,
2016-09-07_thd,thd,no_sheath,-0.5,
2016-09-07_the,the,no_sheath,0.05,
2016-09-08_thd,thd,no_sheath,-3.02,
2016-09-08_the,the,no_sheath,1.53,
2016-09-09_thd,thd,no_sheath,1.04,
2016-09-09_the,the,no_sheath,0.05,
2016-09-10_thd,thd,no_sheath,-0.24,
2016-09-10_the,the,no_sheath,-1.61,
2016-09-11_thd,thd,no_sheath,-2.12,
2016-09-11_the,the,no_sheath,-2.66,
2016-09-12_thd,thd,no_bg,3.68,
2016-09-12_the,the,no_sheath,-3.88,
2016-09-13_thd,thd,no_sheath,-2.61,
2016-09-13_the,the,no_sheath,-4.17,
2016-09-14_thd,thd,no_sheath,1.02,
2016-09-14_the,the,no_bg,-7.15,
2016-09-15_the,the,no_sheath,3.4,
2017-07-08_tha,tha,no_sheath,-1.02,
2017-07-10_tha,tha,no_bg,-2.38,
2017-07-11_tha,tha,no_bg,2.67,
2017-07-12_tha,tha,no_sheath,-0.71,
2017-07-12_the,the,no_sheath,-0.69,
2017-07-13_tha,tha,no_sheath,-0.55,
2017-07-13_the,the,no_sheath,-0.54,
2017-07-14_tha,tha,no_sheath,0.1,
2017-07-14_the,the,no_sheath,0.1,
2017-07-15_tha,tha,no_bg,-0.21,
2017-07-15_thd,thd,no_sheath,-0.89,
2017-07-15_the,the,no_bg,-0.19,
2017-07-16_tha,tha,no_bg,-2.78,
2017-07-16_thd,thd,no_sheath,0.39,
2017-07-16_the,the,no_bg,-2.83,
2017-07-17_tha,tha,no_sheath,-1.0,
2017-07-17_thd,thd,no_sheath,0.19,
2017-07-17_the,the,no_sheath,-0.27,
2017-07-18_tha,tha,no_sheath,-1.03,
2017-07-18_thd,thd,no_sheath,-0.37,
2017-07-18_the,the,no_sheath,-1.03,
2017-07-19_tha,tha,no_sheath,-0.31,
2017-07-19_thd,thd,no_sheath,-0.48,
2017-07-19_the,the,no_sheath,-0.24,
2017-07-20_tha,tha,no_bg,1.91,
2017-07-20_thd,thd,no_bg,1.19,
2017-07-20_the,the,no_bg,1.56,
2017-07-21_tha,tha,no_bg,2.43,
2017-07-21_thd,thd,no_sheath,2.64,
2017-07-21_the,the,no_bg,2.68,
2017-07-22_tha,tha,no_bg,1.88,
2017-07-22_thd,thd,no_sheath,-0.07,
2017-07-22_the,the,no_bg,1.19,
2017-07-23_tha,tha,no_bg,-1.84,
2017-07-23_the,the,no_bg,-1.77,
2017-07-24_tha,tha,no_bg,-0.13,
2017-07-24_thd,thd,no_sheath,-0.92,
2017-07-24_the,the,no_bg,-0.08,
2017-07-25_tha,tha,no_bg,-0.21,
2017-07-25_thd,thd,no_sheath,1.04,
2017-07-25_the,the,no_bg,-0.48,
2017-07-26_tha,tha,contrib,-0.3,AMBIGUOUS
2017-07-26_thd,thd,no_bg,-0.63,
2017-07-26_the,the,no_bg,-0.21,
2017-07-27_tha,tha,no_bg,-1.15,
2017-07-27_thd,thd,no_sheath,-0.76,
2017-07-28_tha,tha,no_bg,0.56,
2017-07-28_thd,thd,no_sheath,0.23,
2017-07-28_the,the,no_bg,0.48,
2017-07-29_tha,tha,no_bg,-0.86,
2017-07-29_thd,thd,no_sheath,-0.15,
2017-07-29_the,the,no_bg,-0.91,
2017-07-30_tha,tha,no_bg,-1.25,
2017-07-30_thd,thd,no_sheath,-0.22,
2017-07-30_the,the,no_sheath,-0.95,
2017-07-31_tha,tha,no_bg,-0.33,
2017-07-31_thd,thd,no_sheath,2.08,
2017-07-31_the,the,no_bg,-1.21,
2017-08-01_tha,tha,contrib,4.55,AMBIGUOUS
2017-08-01_thd,thd,no_bg,-1.19,
2017-08-01_the,the,no_bg,4.77,
2017-08-02_tha,tha,contrib,4.42,AMBIGUOUS
2017-08-02_thd,thd,no_sheath,0.31,
2017-08-02_the,the,no_bg,0.19,
2017-08-03_tha,tha,no_bg,-0.33,
2017-08-03_thd,thd,contrib,1.22,AMBIGUOUS
2017-08-03_the,the,no_bg,0.16,
2017-08-04_tha,tha,no_shell,0.16,
2017-08-04_thd,thd,no_sheath,1.57,
2017-08-04_the,the,no_shell,14.22,
2017-08-05_tha,tha,contrib,-0.65,AMBIGUOUS
2017-08-05_the,the,no_bg,-0.65,
2017-08-06_tha,tha,contrib,-1.12,BOUNDARY_LAYER
2017-08-06_thd,thd,no_bg,0.42,
2017-08-06_the,the,contrib,-1.86,AMBIGUOUS
2017-08-07_tha,tha,no_shell,-0.71,
2017-08-07_thd,thd,no_bg,-0.69,
2017-08-07_the,the,no_bg,-0.59,
2017-08-08_tha,tha,no_shell,1.04,
2017-08-08_thd,thd,no_sheath,-2.16,
2017-08-08_the,the,no_bg,-2.21,
2017-08-09_tha,tha,contrib,-0.66,AMBIGUOUS
2017-08-09_thd,thd,no_sheath,0.03,
2017-08-09_the,the,no_bg,-1.45,
2017-08-10_tha,tha,no_shell,-0.82,
2017-08-10_thd,thd,no_bg,-0.11,
2017-08-10_the,the,no_bg,0.11,
2017-08-11_tha,tha,no_shell,0.49,
2017-08-11_thd,thd,no_bg,1.89,
2017-08-11_the,the,no_bg,-0.02,
2017-08-12_tha,tha,no_shell,4.49,
2017-08-12_thd,thd,no_bg,4.6,
2017-08-12_the,the,contrib,2.0,AMBIGUOUS
2017-08-13_tha,tha,no_shell,0.6,
2017-08-13_thd,thd,no_bg,1.73,
2017-08-13_the,the,no_bg,1.98,
2017-08-14_tha,tha,no_bg,-0.7,
2017-08-14_thd,thd,no_sheath,0.74,
2017-08-14_the,the,no_bg,-1.94,
2017-08-15_tha,tha,no_shell,-0.33,
2017-08-15_thd,thd,no_bg,0.39,
2017-08-15_the,the,no_bg,0.65,
2017-08-16_tha,tha,no_sheath,0.39,
2017-08-16_thd,thd,no_bg,-1.59,
2017-08-16_the,the,contrib,-2.37,AMBIGUOUS
2017-08-17_tha,tha,no_sheath,0.62,
2017-08-17_thd,thd,contrib,2.13,AMBIGUOUS
2017-08-17_the,the,no_shell,0.95,
2017-08-18_tha,tha,no_shell,0.31,
2017-08-18_thd,thd,contrib,1.15,AMBIGUOUS
2017-08-18_the,the,no_shell,0.52,
2017-08-19_tha,tha,no_shell,-0.46,
2017-08-19_thd,thd,no_bg,-1.42,
2017-08-19_the,the,no_shell,-0.83,
2017-08-20_tha,tha,no_shell,-0.04,
2017-08-20_thd,thd,no_bg,-0.83,
2017-08-21_tha,tha,no_shell,0.49,
2017-08-21_thd,thd,no_bg,0.28,
2017-08-21_the,the,contrib,-0.69,AMBIGUOUS
2017-08-22_tha,tha,no_shell,-1.15,
2017-08-22_thd,thd,contrib,-1.51,AMBIGUOUS
2017-08-22_the,the,no_shell,-1.25,
2017-08-23_tha,tha,no_shell,-2.86,
2017-08-23_thd,thd,no_bg,-4.09,
2017-08-23_the,the,no_shell,-4.17,
2017-08-24_tha,tha,no_shell,-2.76,
2017-08-24_thd,thd,no_bg,1.98,
2017-08-24_the,the,no_shell,0.59,
2017-08-25_tha,tha,no_shell,-0.18,
2017-08-25_thd,thd,no_bg,-0.86,
2017-08-25_the,the,contrib,-0.24,AMBIGUOUS
2017-08-26_tha,tha,no_shell,0.21,
2017-08-26_thd,thd,no_bg,-0.62,
2017-08-26_the,the,no_shell,0.3,
2017-08-27_tha,tha,no_bg,1.47,
2017-08-27_thd,thd,no_bg,-0.94,
2017-08-27_the,the,no_bg,2.81,
2017-08-28_tha,tha,no_bg,-1.49,
2017-08-28_thd,thd,no_bg,-1.84,
2017-08-28_the,the,no_bg,-2.3,
2017-08-29_tha,tha,no_shell,-1.14,
2017-08-29_thd,thd,no_bg,-0.28,
2017-08-29_the,the,no_shell,-0.32,
2017-08-30_tha,tha,contrib,0.87,CONFIRMED_PDL
2017-08-30_thd,thd,no_bg,0.1,
2017-08-30_the,the,no_shell,0.15,
2017-08-31_tha,tha,no_shell,-0.46,
2017-08-31_thd,thd,no_shell,-5.38,
2017-08-31_the,the,no_shell,-0.41,
2017-09-01_tha,tha,contrib,-0.04,AMBIGUOUS
2017-09-01_thd,thd,no_shell,0.48,
2017-09-01_the,the,no_sheath,0.72,
2017-09-02_tha,tha,contrib,-2.29,AMBIGUOUS
2017-09-02_thd,thd,no_bg,-2.65,
2017-09-02_the,the,no_sheath,0.6,
2017-09-03_tha,tha,contrib,0.23,AMBIGUOUS
2017-09-03_thd,thd,no_bg,0.58,
2017-09-03_the,the,no_shell,0.44,
2017-09-04_tha,tha,contrib,-1.62,AMBIGUOUS
2017-09-04_thd,thd,no_bg,-0.51,
2017-09-04_the,the,no_shell,-0.09,
2017-09-05_tha,tha,no_bg,-0.82,
2017-09-05_thd,thd,no_bg,0.26,
2017-09-05_the,the,no_shell,0.27,
2017-09-06_tha,tha,no_bg,0.5,
2017-09-06_thd,thd,no_bg,1.89,
2017-09-06_the,the,no_shell,-1.7,
2017-09-07_tha,tha,contrib,-9.72,AMBIGUOUS
2017-09-07_thd,thd,no_bg,-9.72,
2017-09-07_the,the,no_shell,3.16,
2017-09-08_tha,tha,contrib,-9.72,AMBIGUOUS
2017-09-08_thd,thd,no_sheath,-2.3,
2017-09-08_the,the,no_bg,-2.15,
2017-09-09_tha,tha,no_sheath,-1.49,
2017-09-09_the,the,no_bg,-1.87,
2017-09-10_tha,tha,no_sheath,1.16,
2017-09-10_thd,thd,no_sheath,-0.55,
2017-09-10_the,the,no_sheath,0.75,
2017-09-11_tha,tha,contrib,0.16,CONFIRMED_PDL
2017-09-11_thd,thd,no_bg,-0.44,
2017-09-11_the,the,no_shell,-0.08,
2017-09-12_tha,tha,no_bg,-2.81,
2017-09-12_thd,thd,no_bg,-1.57,
2017-09-12_the,the,no_shell,-1.97,
2017-09-13_tha,tha,no_bg,-0.15,
2017-09-13_thd,thd,no_bg,-0.73,
2017-09-13_the,the,no_shell,-0.44,
2017-09-14_tha,tha,contrib,0.02,AMBIGUOUS
2017-09-14_thd,thd,no_shell,-3.45,
2017-09-14_the,the,no_shell,-2.78,
2017-09-15_tha,tha,contrib,-1.53,AMBIGUOUS
2017-09-15_thd,thd,contrib,-1.57,AMBIGUOUS
2017-09-15_the,the,no_shell,-1.52,
2017-09-16_tha,tha,contrib,-1.27,AMBIGUOUS
2017-09-16_thd,thd,no_bg,-0.8,
2017-09-16_the,the,no_shell,0.04,
2017-09-17_tha,tha,no_bg,-0.21,
2017-09-17_thd,thd,no_bg,-0.46,
2017-09-17_the,the,contrib,-0.41,BOUNDARY_LAYER
2017-09-18_tha,tha,contrib,-1.18,AMBIGUOUS
2017-09-18_thd,thd,no_bg,-1.52,
2017-09-18_the,the,contrib,-0.79,AMBIGUOUS
2017-09-19_tha,tha,no_bg,0.09,
2017-09-19_thd,thd,no_bg,0.4,
2017-09-19_the,the,contrib,0.48,AMBIGUOUS
2017-09-20_tha,tha,no_bg,-0.31,
2017-09-20_thd,thd,no_bg,-1.24,
2017-09-20_the,the,contrib,-1.15,BOUNDARY_LAYER
2017-09-21_tha,tha,no_bg,-1.15,
2017-09-21_thd,thd,no_bg,-1.72,
2017-09-21_the,the,no_bg,-0.99,
2017-09-22_tha,tha,no_bg,-1.55,
2017-09-22_thd,thd,no_bg,-0.25,
2017-09-22_the,the,contrib,-3.8,AMBIGUOUS
2017-09-23_tha,tha,no_bg,-1.2,
