eid,grp,north,n_sw,v_sw,ratio_bg,ratio_near,ratio_v
2008-09-17_thb,NONCAND,False,2.0899999141693115,496.29998779296875,4.053944886520167,1.7655503117408606,0.22639083573647226
2008-09-18_thc,NONCAND,False,5.570000171661377,357.84999084472656,4.737421023313056,3.3554756596040267,0.16400739389299626
2008-09-20_thb,REJ,True,6.909999847412109,329.6000061035156,2.833348790862392,1.5513748533604945,0.38562843386402995
2008-09-20_thc,NONCAND,True,6.944999933242798,330.1000061035156,5.4668720899930765,5.729301710939115,0.14794260125322684
2008-09-21_thb,REJ,True,6.865000009536743,329.4499969482422,2.8519212942937178,1.5615440619239558,0.3858040228643311
2008-09-24_thb,REJ,True,7.340000152587891,292.0,4.823883642380974,2.8569481694910497,0.17743686127336059
2008-09-25_thb,REJ,True,7.360000133514404,292.0,4.863518647409961,2.850543426550461,0.16962549131210536
2008-09-28_thb,REJ,True,6.460000038146973,351.3999938964844,3.9379854825968463,2.4458204189937085,0.22334974717045858
2008-09-29_thb,REJ,True,6.409999847412109,351.0,3.892585918470217,2.775351080106859,0.20336176119638644
2008-09-30_thc,NONCAND,True,6.9599997997283936,475.0,4.501847144569186,5.227011644658337,0.21948108873869243
2009-06-23_thb,A,True,18.175000190734863,267.79998779296875,4.033499443195879,2.8280604930173463,0.29044488089825155
2009-07-17_thb,REJ,True,2.9100000858306885,342.8999938964844,4.856995639234193,2.5085909913009994,0.20617169746889213
2009-07-21_thb,NONCAND,True,9.855000019073486,336.70001220703125,2.8303079535808826,2.6260781278449046,0.1666524819300958
2009-07-23_thc,NONCAND,True,5.6549999713897705,507.25,3.1876204135042476,0.6100795786833806,0.22769145486153894
2009-07-25_thb,NONCAND,True,2.390000104904175,473.79998779296875,3.826512084978363,1.0669455598631616,0.20540726668769876
2009-07-30_thc,NONCAND,True,3.2100000381469727,359.8000030517578,4.402392326160178,4.376946988483715,0.26188309994977493
2009-08-05_thc,A,True,9.34000015258789,374.70001220703125,4.027725170262515,2.58351173509501,0.21665113775098407
2009-08-07_thc,NONCAND,True,4.389999866485596,475.1999969482422,4.523148815450654,5.052391953204351,0.2221920448341244
2009-08-30_tha,NONCAND,True,13.865000247955322,369.0500030517578,3.8509358578200588,4.0627478537771395,0.29593206599454125
2009-09-03_tha,NONCAND,False,12.899999618530273,371.5,3.3527103203089017,0.5240310232482148,0.3328095201207362
2009-09-13_tha,NONCAND,False,8.430000305175781,349.79998779296875,3.2389208615513825,3.717674835759867,0.25731028194648764
2009-09-13_thd,NONCAND,False,21.515000343322754,303.5500030517578,2.2947872645850667,2.7966534529326164,0.48359885033533395
2009-09-13_the,NONCAND,False,22.414999961853027,304.79998779296875,5.035209791969658,3.8616997612006316,0.24309156795678197
2009-09-14_tha,NONCAND,True,8.039999961853027,350.6000061035156,3.254740645065785,3.945273650559732,0.2597805419716357
2009-09-15_tha,NONCAND,False,5.010000228881836,426.0,3.659317854495575,3.502993851941784,0.25249982663723225
2009-09-16_tha,NONCAND,True,3.819999933242798,454.20001220703125,2.186167840066817,3.49476445897924,0.14789347417018325
2009-09-17_tha,NONCAND,True,4.880000114440918,437.4499969482422,3.3073442105619035,3.4549179517655775,0.18512565069605647
2009-09-25_thc,NONCAND,True,5.2850000858306885,298.84999084472656,5.984012286428723,5.79564796642489,0.23118858286155838
2009-10-01_thc,NONCAND,False,2.4550000429153442,339.9499969482422,5.235698709427143,0.5621181164466426,0.18513091251150243
2009-10-02_thc,NONCAND,False,2.4000000953674316,338.5,5.211775294471769,0.504166646632884,0.19610575418176468
2009-10-05_thc,NONCAND,False,3.299999952316284,362.34999084472656,3.871989306131844,0.3242424289276012,0.31209537730899467
2009-10-12_thb,NONCAND,True,3.1600000858306885,415.0500030517578,4.484198092334534,1.1518987028897916,0.26526133483907793
2009-10-13_thc,A,True,5.174999952316284,358.8000030517578,4.272850370848009,3.12657007711816,0.1930976243111803
2009-10-20_thc,NONCAND,True,4.434999942779541,281.29998779296875,5.098318017380956,5.224351814868052,0.22508159763922167
2009-10-22_tha,NONCAND,False,14.25,337.70001220703125,3.0069170500102795,3.143157894736842,0.21453056881618732
