eid,grp,north,dp,cone,shear,bz,ma,sza,mp0,bs0,thick,n_bg,b_bg,t_bg,v_bg,dn,eb,beta_near,t_near,n_near,r_nb,peak,shape,flux
2021-01-12_thd,A,True,1.63,67.3,53.0,2.59,8.5,8.2,10.617896446211688,13.659060385087717,3.0411639388760285,20.760034561157227,20.97878074645996,237.2559528629446,80.54732513427734,0.7571,2.3989,0.4477,174.9,15.72,-0.843,1.0,0.971,0.627
2021-01-12_the,A,True,1.65,69.1,55.5,2.49,8.6,8.4,10.597029902430124,13.629419573596236,3.0323896711661114,26.12242317199707,19.22541046142578,258.12412392289974,78.50298309326172,0.7684,2.5134,0.7479,230.4,20.07,-0.867,1.0,0.969,0.577
2021-01-13_tha,NONCAND,True,1.99,28.3,74.6,0.44,13.3,5.5,10.276363581758428,13.150291656016604,2.873928074258176,22.4627628326416,14.905147552490234,176.02023677634853,54.072933197021484,1.3613,1.5702,3.8081,155.5,30.58,-0.703,nan,nan,nan
2021-01-13_thd,NONCAND,True,1.96,26.9,81.60000000000002,0.21,13.0,7.8,10.297400797517284,13.179454393508808,2.8820535959915237,27.640957832336426,14.762194156646729,175.53760043904032,38.386220932006836,1.1613,2.3501,1.6363,171.9,32.1,-0.912,nan,nan,nan
2021-01-13_the,REJ,True,1.99,28.3,75.80000000000001,0.4,13.3,7.9,10.275953632049102,13.149767058166494,2.873813426117392,32.31036376953125,15.009585857391357,183.018761586351,53.461042404174805,0.7422,3.1397,0.6953,193.9,23.98,-0.886,53.294,0.482,0.08
2021-01-14_tha,NONCAND,True,2.04,30.2,68.6,0.62,13.2,5.0,10.239957075980755,13.104429918522753,2.864472842541998,20.96446418762207,14.076020240783691,176.27041196873037,59.95000457763672,1.4331,1.87,2.489,150.1,30.04,-0.706,nan,nan,nan
2021-01-14_thd,NONCAND,True,1.99,28.3,74.4,0.44,13.3,8.0,10.27642214595275,13.150366598502806,2.873944452550056,27.004648208618164,14.972012996673584,176.6873805550668,37.83098030090332,1.1887,2.3172,1.6363,171.9,32.1,-0.909,nan,nan,nan
2021-01-14_the,REJ,True,1.99,28.3,74.4,0.44,13.3,7.9,10.27642214595275,13.150366598502806,2.873944452550056,32.10279846191406,15.06118392944336,182.41531896580628,53.00884246826172,0.747,3.1289,0.6953,194.6,23.98,-0.886,53.294,0.489,0.081
2021-01-15_thd,REJ,True,1.84,75.0,68.80000000000001,0.74,19.0,7.3,10.402728562232566,13.287252465499822,2.8845239032672563,56.276363372802734,15.895390510559082,114.87197235882822,53.30050277709961,0.7272,2.1418,1.6382,124.2,40.93,-0.782,30.746,-0.426,0.021
2021-01-15_the,BORD,True,1.77,78.3,69.4,0.69,20.4,7.4,10.463445867496723,13.361636327952608,2.8981904604558846,63.75404739379883,13.44102668762207,126.56753220054563,69.23607635498047,0.4421,3.422,0.6665,131.1,28.18,-0.911,1.0,0.791,0.065
2021-01-16_tha,NONCAND,True,2.08,55.8,25.299999999999955,1.14,14.1,4.3,10.212208359556358,13.062943161783082,2.8507348022267234,49.432498931884766,10.843348503112793,135.51427684899497,26.45293426513672,1.2942,1.8623,7.5887,114.4,63.97,0.028,nan,nan,nan
2021-01-16_thd,NONCAND,True,2.19,59.7,19.400000000000006,0.87,14.6,7.1,10.133292677010637,12.959167369520305,2.825874692509668,63.52585220336914,14.877312183380127,118.34095923119835,75.53268051147461,1.1488,1.183,10.5292,106.1,72.98,-0.455,nan,nan,nan
2021-01-16_the,NONCAND,True,2.14,54.7,5.099999999999994,0.94,14.5,7.2,10.169741469637863,13.006325423550232,2.8365839539123687,73.54478454589844,12.9015531539917,132.75751337617703,59.7486686706543,0.8188,2.7826,2.3862,128.9,60.22,-0.705,nan,nan,nan
2021-01-17_thd,NONCAND,False,1.95,83.4,93.0,-0.11,22.8,7.3,10.288999272432664,13.13480299080317,2.8458037183705063,61.65346908569336,7.966892719268799,120.33672396537129,46.102481842041016,0.8781,3.9948,2.3543,117.0,54.14,-0.845,nan,nan,nan
2021-01-17_the,NONCAND,False,1.94,85.0,92.69999999999999,-0.1,22.7,7.4,10.298283773228242,13.146799775976554,2.848516002748312,75.03102111816406,9.081172943115234,125.55261401138284,46.795555114746094,0.831,3.0365,3.8394,127.8,62.35,-0.762,nan,nan,nan
2021-01-18_tha,NONCAND,False,2.55,61.6,103.19999999999999,-0.58,14.5,4.6,9.8220782655866,12.561690642697155,2.7396123771105554,76.32344055175781,11.921972274780273,96.93671371206067,43.038108825683594,0.9213,2.9898,2.1889,100.6,70.32,-0.705,nan,nan,nan
2021-01-18_thd,NONCAND,False,2.47,60.1,90.19999999999999,-0.01,16.1,7.5,9.939212468337745,12.70432730440147,2.7651148360637254,70.87615203857422,11.892579555511475,107.63456252803729,44.413639068603516,1.0836,3.1298,2.2018,98.9,76.8,-0.6,nan,nan,nan
2021-01-18_the,NONCAND,False,2.53,62.6,96.80000000000001,-0.3,14.8,7.5,9.867860428594346,12.618688703889113,2.750828275294767,86.95928573608398,12.60614538192749,113.91923960039648,52.16340637207031,1.2953,2.1143,6.5958,101.4,112.64,-0.356,nan,nan,nan
2021-01-19_tha,NONCAND,True,2.73,74.3,89.80000000000001,0.02,8.4,4.4,9.791111185763423,12.598146175991195,2.8070349902277716,54.60131645202637,12.376851558685303,151.08285820524526,69.8313217163086,1.0317,2.9209,2.1248,122.2,56.33,-0.73,nan,nan,nan
2021-01-19_thd,NONCAND,False,2.72,78.7,96.10000000000002,-0.62,9.1,7.5,9.722289787818681,12.492778414410047,2.7704886265913657,62.91267013549805,19.537302017211914,143.23775800270838,65.53034210205078,0.9717,2.2906,1.4105,121.5,61.13,-0.756,nan,nan,nan
2021-01-19_the,NONCAND,False,2.69,76.3,91.0,-0.1,8.9,7.3,9.800702270917322,12.597973164219376,2.797270893302054,71.05917739868164,20.33682346343994,143.32354398639075,68.8673324584961,0.7132,2.3912,0.9093,117.0,50.68,-0.844,nan,nan,nan
2021-01-20_the,NONCAND,True,2.18,67.2,60.099999999999994,1.97,10.9,6.9,10.153086984428802,13.015687524105125,2.8626005396763237,51.457502365112305,22.991976737976074,151.68723240944274,64.06367492675781,0.2124,2.3842,0.2907,196.7,10.93,-0.783,nan,nan,nan
2021-01-21_the,NONCAND,False,1.53,83.7,129.0,-0.77,23.4,8.1,10.587538746254488,13.515063979329774,2.9275252330752863,58.82158279418945,6.461653709411621,133.60570553347418,59.07313537597656,0.645,4.4404,2.9336,160.0,37.94,-0.71,nan,nan,nan
2021-01-23_the,NONCAND,True,2.41,55.5,85.0,0.41,8.9,5.8,9.982204968731947,12.831279518508623,2.8490745497766756,56.17683792114258,15.998990535736084,135.82500082075944,70.06000900268555,0.9113,2.5952,1.526,121.6,51.19,-0.595,nan,nan,nan
2021-02-06_tha,NONCAND,True,5.5,65.1,36.80000000000001,1.91,11.3,16.0,8.824164212107343,11.307821941736337,2.4836577296289946,34.854440689086914,30.141297340393066,240.28843743591295,89.87289810180664,1.4595,0.9806,8.154,349.4,50.87,-0.516,nan,nan,nan
2021-02-06_thd,NONCAND,True,5.5,65.1,36.80000000000001,1.91,11.3,12.4,8.824164212107343,11.307821941736337,2.4836577296289946,40.08162498474121,36.3165283203125,228.02804366310758,68.37283706665039,1.8139,1.3007,3.9735,297.4,72.7,-0.773,nan,nan,nan
2021-02-06_the,NONCAND,True,5.5,65.1,36.80000000000001,1.91,11.3,14.8,8.824164212107343,11.307821941736337,2.4836577296289946,58.9766960144043,36.09467697143555,262.09414958156236,92.67814636230469,1.0287,0.7881,11.4259,374.2,60.67,-0.542,nan,nan,nan
2021-02-07_tha,NONCAND,False,5.51,76.3,156.89999999999998,-2.32,11.3,10.0,8.551767426331782,10.958756095157339,2.406988668825557,46.86680603027344,25.34006690979004,272.5425844601714,94.42233276367188,0.9769,1.3248,6.0335,357.7,45.79,-0.281,nan,nan,nan
2021-02-07_thd,NONCAND,False,5.54,70.0,130.8,-0.81,11.3,8.2,8.707833964498288,11.158254674285951,2.4504207097876627,42.192508697509766,42.34074783325195,218.2107013605474,75.02796173095703,1.6774,1.1235,3.8441,297.8,70.77,-0.787,nan,nan,nan
2021-02-07_the,NONCAND,False,5.41,77.4,147.8,-3.18,11.1,5.5,8.482306474150013,10.87225246068644,2.3899459865364268,66.14559936523438,42.35552978515625,273.0510442029206,96.96759033203125,0.9097,0.6611,10.8641,348.9,60.17,-0.471,nan,nan,nan
2021-12-19_tha,NONCAND,True,7.88,80.1,80.30000000000001,1.46,7.2,17.6,8.351140592936236,10.780607252795425,2.429466659859189,32.661861419677734,73.35244750976562,153.7293394040106,113.53860473632812,2.0547,0.6707,2.9647,177.4,67.11,-0.07,nan,nan,nan
2021-12-19_thd,NONCAND,True,7.88,79.6,70.39999999999998,2.88,7.3,21.9,8.364688717888715,10.794474603047753,2.4297858851590384,43.65735626220703,61.46894454956055,182.78465836325185,128.22695922851562,0.7317,0.2604,7.0348,158.6,31.94,0.783,nan,nan,nan
2021-12-19_the,NONCAND,False,7.88,82.3,99.5,-1.51,6.7,22.7,8.18427489451664,10.585363214331576,2.401088319814935,33.63241386413574,77.23241424560547,127.26567648462749,105.21875,2.6927,0.9132,0.9734,172.9,90.56,-0.485,nan,nan,nan
2021-12-29_tha,NONCAND,True,8.4,80.1,45.599999999999994,7.6,8.2,9.6,8.329332654802034,10.722095740462835,2.3927630856608015,13.476785659790039,60.39945030212402,231.7260318990924,111.96761703491211,7.3453,1.414,0.9543,171.0,98.99,-0.737,nan,nan,nan
2021-12-29_thd,NONCAND,True,8.37,80.1,44.80000000000001,7.6,8.3,14.7,8.333849121251085,10.725460579356147,2.3916114581050625,16.839181900024414,73.12433624267578,135.7274260841164,101.06890869140625,5.2941,1.2649,0.6238,152.3,89.15,-0.776,nan,nan,nan
2021-12-30_tha,NONCAND,True,8.39,80.1,45.80000000000001,7.6,8.1,9.9,8.330084060348922,10.725602165551548,2.395518105202626,14.56597900390625,58.13777732849121,229.81494733546936,110.24722290039062,6.7775,1.4708,0.9423,171.0,98.72,-0.736,nan,nan,nan
2021-12-30_thd,NONCAND,True,8.39,80.1,45.80000000000001,7.6,8.1,17.2,8.330084060348922,10.725602165551548,2.395518105202626,19.26810646057129,70.60494995117188,164.40197371156412,113.34170532226562,4.6347,1.3105,0.6263,152.5,89.3,-0.768,nan,nan,nan
2021-12-30_the,NONCAND,True,8.39,79.6,46.5,7.6,8.0,15.0,8.330835981374655,10.729205558825091,2.3983695774504366,9.730607032775879,63.440284729003906,275.34407730951,88.6439437866211,12.0579,1.5158,0.8031,161.1,117.33,-0.628,nan,nan,nan
2022-01-14_tha,NONCAND,False,4.42,85.5,145.10000000000002,-5.47,7.0,7.1,8.490114964729509,10.967842393211795,2.477727428482286,33.7635440826416,36.66975212097168,284.42552466252954,90.44439315795898,1.381,1.9866,0.8212,233.7,46.63,-0.735,nan,nan,nan
2022-01-14_thd,NONCAND,False,4.35,79.6,157.10000000000002,-8.8,5.3,11.6,8.13757007332093,10.614401303337626,2.476831230016696,43.61899185180664,47.26184844970703,242.4829790039816,95.54908752441406,1.4795,1.594,0.3891,83.6,64.53,-0.61,nan,nan,nan
2022-01-14_the,NONCAND,False,4.38,89.0,150.5,-6.84,6.6,9.9,8.348477390707073,10.800055049852368,2.451577659145295,51.45186424255371,37.842559814453125,293.3328925008659,101.88585662841797,0.7262,2.5054,0.488,299.2,37.36,-0.438,nan,nan,nan
2022-01-15_tha,NONCAND,False,4.44,81.6,144.39999999999998,-5.3,7.2,7.0,8.503297723380218,10.977029076350451,2.4737313529702334,33.59662628173828,35.99137306213379,286.0186070990962,91.4741325378418,1.3781,2.057,0.7794,232.9,46.3,-0.73,nan,nan,nan
2022-01-15_thd,NONCAND,False,4.42,85.4,145.10000000000002,-5.47,7.0,12.1,8.490114964729509,10.967842393211795,2.477727428482286,40.97773361206055,38.62301254272461,269.7035417623796,105.48720932006836,1.36,1.6165,0.8634,160.3,55.73,-0.831,nan,nan,nan
2022-01-15_the,NONCAND,False,4.42,85.4,145.10000000000002,-5.47,7.0,10.1,8.490114964729509,10.967842393211795,2.477727428482286,50.64143371582031,37.365421295166016,294.00579264628175,97.87117004394531,0.7041,2.5243,0.4801,312.4,35.65,-0.671,nan,nan,nan
2022-01-17_tha,NONCAND,True,2.11,43.8,32.69999999999999,1.45,11.6,6.7,10.19738147016322,13.064182474038716,2.866801003875496,13.212794303894043,15.896829605102539,419.26189270831117,113.51494979858398,0.3787,3.5075,0.2783,446.6,5.0,-0.803,nan,nan,nan
2022-01-19_tha,NONCAND,False,2.39,40.6,90.30000000000001,-0.01,16.4,7.2,9.988919092311765,12.766511560999582,2.7775924686878177,1.4743117094039917,3.714961528778076,922.1921235825689,401.44415283203125,13.0844,3.3743,27.6701,541.5,19.29,-0.353,nan,nan,nan
2022-01-19_thd,NONCAND,True,2.42,66.9,70.10000000000002,0.49,16.3,11.6,9.976853836277888,12.751467997592306,2.7746141613144175,10.282713890075684,12.40606164932251,562.0294972090735,191.3736572265625,1.4214,1.6245,8.375,542.5,14.62,-0.495,nan,nan,nan
2022-01-19_the,NONCAND,True,2.39,53.0,80.30000000000001,0.26,16.3,10.0,9.99310794284693,12.772242454464765,2.779134511617835,3.30706787109375,3.4221667051315308,1112.046014039342,375.4698028564453,6.3008,6.1254,11.1565,556.5,20.84,-0.335,nan,nan,nan
2022-01-21_tha,NONCAND,False,1.68,85.4,144.0,-3.72,8.9,6.9,10.057432710057508,12.927978412141634,2.870545702084126,13.689763069152832,22.620851516723633,238.8594123121224,68.9075927734375,0.7032,1.9253,0.8014,416.4,9.63,-0.641,nan,nan,nan
2022-01-21_thd,NONCAND,False,1.78,88.6,132.3,-3.25,8.9,11.5,10.028721377362572,12.89107242430512,2.862351046942548,16.688522338867188,26.036020278930664,225.5083244244109,73.52215576171875,0.3089,2.1792,0.2067,333.3,5.16,-0.842,nan,nan,nan
2022-01-22_tha,NONCAND,False,1.44,73.2,167.89999999999998,-3.78,8.9,8.1,10.291912048320507,13.229381753386557,2.93746970506605,13.025239944458008,20.53163433074951,228.5618991388007,78.85987091064453,0.9941,1.8784,0.8719,234.9,12.95,-0.579,nan,nan,nan
2022-01-24_tha,NONCAND,True,1.62,74.6,74.39999999999998,0.85,10.6,6.3,10.611684175128548,13.607813297072829,2.9961291219442803,31.836345672607422,15.039752006530762,108.65494380414324,71.92890167236328,0.3246,3.3152,0.2985,168.5,10.33,-0.765,nan,nan,nan
2022-01-25_the,NONCAND,False,7.11,81.8,116.39999999999998,-2.45,9.8,8.8,8.215092317515305,10.54481174791963,2.3297194304043245,172.7102813720703,37.0206184387207,138.70535768690016,82.5753402709961,1.7471,1.2069,8.3997,138.7,301.74,-0.317,nan,nan,nan
2022-01-26_tha,NONCAND,True,2.25,45.8,6.399999999999977,1.7,9.1,6.7,10.098082297214324,12.97565772084226,2.8775754236279365,19.114891052246094,18.333553314208984,266.2116214988548,97.60929870605469,1.4306,1.5846,3.1403,242.1,27.35,-0.365,nan,nan,nan
2022-01-26_thd,NONCAND,True,2.45,44.8,2.1000000000000227,2.78,7.8,11.0,9.984294259993463,12.86536378046686,2.881069520473396,27.59988784790039,23.187185287475586,256.2236210850078,103.13057708740234,1.051,1.5923,2.2557,264.6,29.01,-0.54,nan,nan,nan
2022-01-26_the,NONCAND,True,2.35,44.5,6.0,3.07,7.8,9.1,10.047554052801619,12.946877829027605,2.8993237762259856,32.02690887451172,24.229862213134766,267.1122806770529,95.08747863769531,1.2653,1.3608,4.4055,285.7,40.52,-0.518,nan,nan,nan
2022-01-27_thd,BORD,True,2.98,89.3,79.10000000000002,0.8,12.6,11.1,9.670522053730291,12.380168706256454,2.709646652526162,21.7757568359375,14.717353820800781,243.5577791873552,134.22044372558594,0.6712,3.6813,0.5362,284.4,14.62,-0.91,0.386,0.856,0.639
2022-01-27_the,NONCAND,True,3.1,88.7,77.69999999999999,0.9,12.7,9.2,9.613944409484176,12.306954547574767,2.6930101380905906,12.311267375946045,5.764662504196167,94.47078577920784,417.4598083496094,2.1048,7.5785,1.3669,266.8,25.91,0.182,nan,nan,nan
2022-01-28_thd,NONCAND,True,1.97,71.9,84.39999999999998,0.41,7.6,11.0,10.29180999506341,13.269058149852263,2.977248154788853,27.23568344116211,25.409706115722656,176.7965739099002,101.66305541992188,0.2827,2.2287,0.2635,277.1,7.7,-0.92,nan,nan,nan
2022-01-28_the,NONCAND,True,1.98,70.3,87.10000000000002,0.21,7.6,9.0,10.281573135075504,13.25585993782575,2.974286802750246,34.795616149902344,24.758084297180176,187.63496641115566,107.82583618164062,0.2797,2.231,0.3609,287.6,9.73,-0.865,nan,nan,nan
2022-02-01_thd,NONCAND,False,1.38,40.8,101.19999999999999,-0.2,7.6,10.2,10.829697268410552,13.960531804494675,3.130834536084123,18.735315322875977,21.089622497558594,197.9891647521248,74.56056213378906,0.1372,2.3606,0.1795,422.7,2.57,-0.846,nan,nan,nan
2022-02-01_the,NONCAND,False,1.38,40.5,105.89999999999998,-0.3,7.7,8.1,10.817030731211482,13.942229459666212,3.1251987284547305,23.686979293823242,19.213865280151367,205.42573553001574,92.0970230102539,0.2876,2.1395,0.5622,324.9,6.81,-0.793,nan,nan,nan
2022-02-13_tha,NONCAND,False,2.08,64.8,118.10000000000002,-2.58,7.6,6.6,9.879397354915032,12.737341444385702,2.8579440894706707,12.022095680236816,23.830514907836914,347.40381963110315,124.29081726074219,0.889,1.8682,0.6931,303.7,10.69,-0.507,nan,nan,nan
2022-02-16_tha,NONCAND,False,1.44,81.3,117.30000000000001,-1.79,8.8,5.0,10.550114602435148,13.56379080004835,3.0136761976132025,20.35892677307129,17.659037590026855,179.30300934126777,65.6671257019043,0.2145,2.75,0.106,219.4,4.37,-0.813,nan,nan,nan
2022-02-19_tha,NONCAND,False,2.93,49.4,101.30000000000001,-1.14,6.6,4.9,9.552775823347888,12.360712964530217,2.807937141182329,31.365914344787598,25.70448112487793,185.06310927864553,76.41655349731445,1.5708,2.0103,1.8379,247.3,49.27,-0.197,nan,nan,nan
2022-02-20_tha,NONCAND,True,1.67,56.0,46.099999999999994,3.81,6.0,4.8,10.59363991010218,13.749661799986788,3.1560218898846077,10.770816802978516,33.99504852294922,256.18549757868834,73.30970001220703,0.9282,1.5346,0.3255,210.2,10.0,-0.478,nan,nan,nan
2022-02-20_thd,NONCAND,True,1.67,55.5,48.80000000000001,3.55,5.9,8.2,10.590452453469625,13.758130343636887,3.167677890167262,11.43726921081543,23.675633430480957,228.4530563983659,135.96985626220703,0.2912,2.4695,0.1334,338.6,3.33,-0.832,nan,nan,nan
2022-02-20_the,NONCAND,True,1.67,55.5,48.599999999999994,3.57,5.9,5.7,10.590693016017916,13.754133924516644,3.1634409084987283,15.135695457458496,30.08424949645996,253.32218847127922,94.2384262084961,1.0863,1.658,0.6352,225.8,16.44,-0.412,nan,nan,nan
2022-02-21_tha,BORD,True,1.63,53.7,42.900000000000006,4.17,5.9,4.5,10.636970843069003,13.814234942460756,3.1772640993917527,10.8731689453125,36.487518310546875,256.65664971524825,67.76905822753906,0.8805,1.415,0.3092,209.7,9.57,-0.491,1.0,0.743,0.695
2022-02-21_thd,NONCAND,True,1.67,56.0,46.0,3.83,6.0,8.7,10.593820332013395,13.749895972592386,3.1560756405789903,13.565126419067383,31.57893466949463,245.7187520182232,89.54678726196289,0.219,1.8541,0.1293,344.6,2.97,-0.84,nan,nan,nan
2022-02-21_the,NONCAND,True,1.67,56.0,46.0,3.83,6.0,6.4,10.593820332013395,13.749895972592386,3.1560756405789903,15.84953260421753,35.71999931335449,267.3601349527713,77.32621002197266,0.9704,1.4581,0.5318,230.3,15.38,-0.449,nan,nan,nan
2022-02-22_tha,NONCAND,False,2.27,69.4,141.3,-3.79,9.0,4.2,9.599801663461118,12.337522878596326,2.737721215135208,11.622963905334473,20.453317642211914,388.85234278413105,124.88243103027344,1.155,1.8608,1.3246,349.9,13.42,-0.45,nan,nan,nan
2022-02-22_thd,NONCAND,False,2.27,68.4,130.7,-2.86,9.2,7.8,9.714793683783155,12.481053642492753,2.7662599587095986,13.369535446166992,19.243335723876953,374.04890145865875,148.3341827392578,1.3235,1.5196,3.0808,385.7,17.7,-0.324,nan,nan,nan
2022-02-23_thd,NONCAND,False,1.49,62.8,105.69999999999999,-0.46,8.7,7.5,10.670976619944565,13.721805880050995,3.050829260106431,17.5725040435791,19.08690357208252,298.21441467191,76.43637084960938,0.7612,1.3196,2.6989,328.9,13.38,-0.404,nan,nan,nan
2022-02-23_the,NONCAND,False,1.48,62.5,107.39999999999998,-0.48,8.6,5.0,10.679231327564839,13.735143321006976,3.0559119934421375,21.2976131439209,20.441370964050293,299.70176663821087,76.41682434082031,0.3536,2.032,0.6357,351.7,7.53,-0.752,nan,nan,nan
2022-02-25_the,REJ,True,1.42,53.5,76.89999999999998,0.53,8.3,5.2,10.81666212219542,13.92078036258061,3.1041182403851906,23.780025482177734,24.212364196777344,211.67779158987872,71.7198715209961,0.5355,2.1178,0.2752,146.2,12.73,-0.638,81.279,0.21,0.045
2022-02-26_thd,NONCAND,True,1.74,71.0,59.900000000000006,1.6,12.5,7.6,10.501459701145398,13.444808826182431,2.9433491250370327,28.39579963684082,14.213064193725586,180.34656351174087,63.286949157714844,1.0298,2.3673,1.7,164.8,29.24,-0.708,nan,nan,nan
2022-02-26_the,NONCAND,True,1.76,69.6,61.0,1.54,12.4,5.1,10.482574937802688,13.421527354073712,2.9389524162710234,33.9703483581543,16.644033432006836,191.21550092994582,63.58036804199219,1.0494,2.0483,2.2264,187.4,35.65,-0.758,nan,nan,nan
2022-02-27_tha,REJ,True,2.26,62.3,43.5,4.54,6.5,4.0,10.12732352319398,13.110089963235282,2.9827664400413028,18.91980266571045,31.07963275909424,270.5865814616659,63.54629135131836,0.4132,2.0367,0.1835,221.3,7.82,-0.654,46.947,-0.506,0.038
2022-02-27_thd,REJ,True,2.2,50.4,46.69999999999999,2.76,6.8,7.3,10.151718175534885,13.124564528153474,2.972846352618589,22.45112419128418,22.157849311828613,276.7920925576518,79.9354476928711,0.4762,2.9199,0.1747,222.7,10.69,-0.859,46.947,-0.158,0.041
2022-02-27_the,NONCAND,True,2.22,52.7,45.900000000000006,2.91,6.9,4.7,10.135983925854182,13.099018793590021,2.963034867735839,27.574905395507812,24.260116577148438,289.01846738574824,69.53870391845703,0.2367,2.6614,0.2305,382.4,6.53,-0.666,nan,nan,nan
2022-03-04_thd,NONCAND,False,2.5,51.5,139.2,-2.21,10.0,6.3,9.655901729397765,12.390935894249683,2.7350341648519176,26.480246543884277,20.813457489013672,274.5721695667985,96.33783340454102,0.7146,2.6344,0.5349,210.8,18.92,-0.52,nan,nan,nan
2022-03-04_the,NONCAND,False,2.48,49.6,137.10000000000002,-2.1,9.9,3.9,9.678148085421121,12.421104708164991,2.74295662274387,25.59457015991211,17.768774032592773,270.7184849102449,142.69570922851562,1.3264,2.5256,1.7796,257.4,33.95,-0.718,nan,nan,nan
2022-03-05_thd,NONCAND,False,2.44,89.7,178.8,-5.1,6.7,6.5,9.335116465695167,12.073836682059127,2.7387202163639603,7.548029899597168,11.931201457977295,100.68156803498275,456.39942932128906,1.6761,5.1607,0.2428,184.8,12.65,-0.773,nan,nan,nan
2022-03-11_the,NONCAND,False,2.82,52.8,161.8,-2.65,7.5,2.3,9.42576430576144,12.15426904425974,2.7285047384983,45.58350372314453,39.94622039794922,122.75647124008887,59.4745979309082,1.8893,1.2156,2.295,161.2,86.12,-0.247,nan,nan,nan
2022-03-13_the,NONCAND,True,10.08,71.5,84.89999999999998,1.37,5.3,2.8,8.045274477351812,10.494013707861336,2.448739230509524,59.854658126831055,52.50399398803711,275.9784960541399,114.35847091674805,2.1284,2.0645,1.156,252.7,127.39,-0.729,nan,nan,nan
2023-02-15_tha,NONCAND,False,5.88,70.4,152.39999999999998,-3.73,12.8,13.9,8.31703915502762,10.646104543622174,2.329065388594554,84.20269012451172,38.505367279052734,123.8080883600107,115.95985412597656,1.4647,1.0796,4.2948,147.6,123.33,-0.613,nan,nan,nan
2023-02-15_thd,NONCAND,False,6.0,65.6,148.10000000000002,-3.32,13.1,15.4,8.335372758281963,10.667671836794279,2.3322990785123157,103.74853897094727,37.88076972961426,131.3027955101037,110.11558532714844,0.8648,1.3662,2.3933,173.5,89.72,-0.563,nan,nan,nan
2023-02-15_the,NONCAND,False,5.95,66.2,148.2,-3.32,13.1,13.7,8.345948059302826,10.681206185423592,2.3352581261207668,132.34536743164062,38.83087158203125,142.5638467309108,114.3972396850586,0.9129,1.3116,3.663,170.5,120.81,-0.58,nan,nan,nan
2023-02-20_tha,NONCAND,True,3.32,64.1,56.400000000000006,3.59,6.7,14.2,9.543745467415066,12.343672897082666,2.7999274296675996,33.72625732421875,41.72984313964844,204.52103658038865,92.50312042236328,0.1192,1.776,0.1167,393.6,4.02,-0.926,nan,nan,nan
2023-02-23_tha,NONCAND,False,3.33,60.5,108.5,-0.6,8.6,13.1,9.430500077317935,12.129081782917561,2.6985817055996257,14.359695434570312,27.371068954467773,399.3700477151202,103.22810363769531,1.1662,1.683,1.1834,379.8,16.75,-0.446,nan,nan,nan
2023-02-23_thd,NONCAND,False,3.4,62.0,117.0,-0.94,8.7,13.6,9.363365652873831,12.040349299663177,2.6769836467893455,20.09937286376953,32.35480880737305,392.7793235747242,98.14393615722656,0.9532,1.4888,1.3184,413.0,19.16,-0.586,nan,nan,nan
2023-02-24_tha,NONCAND,True,3.78,73.1,29.69999999999999,4.4,10.1,13.1,9.364729100598293,12.015766304805714,2.6510372042074213,22.67426872253418,27.914100646972656,301.7886808535634,88.5722885131836,1.2733,1.4892,2.284,344.0,28.87,-0.82,nan,nan,nan
2023-02-24_thd,NONCAND,True,3.94,70.7,22.30000000000001,4.22,10.0,13.4,9.306000776643046,11.941925496627189,2.6359247199841427,29.949438095092773,25.01547622680664,333.3148524498981,94.73362350463867,1.3527,1.2149,6.7311,368.4,40.51,-0.659,nan,nan,nan
2023-02-24_the,NONCAND,True,4.12,71.5,16.30000000000001,4.38,9.9,11.3,9.244903786437943,11.865071389146868,2.620167602708925,38.90001106262207,29.703179359436035,332.9539936855217,97.57760238647461,1.2499,1.3909,4.6147,394.5,48.62,-0.672,nan,nan,nan
2023-02-27_tha,NONCAND,False,7.74,83.0,154.60000000000002,-5.2,12.3,13.2,7.826356170039976,10.021282044225353,2.194925874185377,4.004358291625977,7.309724569320679,349.10254458938584,740.9743957519531,6.2893,6.45,4.435,975.4,25.18,0.238,nan,nan,nan
2023-02-27_thd,NONCAND,False,8.31,89.0,152.39999999999998,-5.23,12.1,13.4,7.740713222708329,9.913027199306056,2.172313976597727,4.129444122314453,7.881387710571289,394.2892393532304,747.366943359375,9.2208,4.4062,12.5496,988.0,38.08,-0.604,nan,nan,nan
2023-02-27_the,NONCAND,False,8.71,88.5,153.39999999999998,-4.7,12.6,11.7,7.7385244528210055,9.906832095632272,2.168307642811266,5.5471906661987305,7.647217750549316,332.55942054229087,754.2733764648438,8.8823,4.8273,13.3925,963.6,49.27,-0.523,nan,nan,nan
2023-03-02_tha,A,True,1.91,73.9,8.199999999999989,2.97,10.6,12.2,10.366219702659215,13.293043779124307,2.926824076465092,10.535051345825195,20.14400291442871,330.68947780530397,114.19204711914062,0.5418,2.8781,0.2381,349.4,5.71,-0.799,0.759,0.979,0.466
2023-03-02_thd,A,True,2.34,83.2,4.100000000000023,3.6,10.7,12.2,10.060146702523566,12.899179152674265,2.8390324501506985,10.079962730407715,20.89600372314453,378.7837415319633,97.55919647216797,0.5114,3.0603,0.1908,384.3,5.15,-0.797,1.733,0.881,0.303
